,Posição,Endereço,Área,Quartos,Banheiros,Vagas,Condomínio,IPTU,Descrição,Status,Página,Preço
15,16,"Rua Alcides Teixeira, Loteamento Santo Afonso",200 ,3,3,4,,,Vendo excelente casa localizada no bairro Santo Afonso.  Terreno 14x30  03 dormitórios sendo 01 suíte bem amplo;  01 banheiro social  Sala Cozinha Área de serviço   Área gourmet co...,Destaque,1,250000
16,17,"Rua São Mateus, Residencial Araca",80 ,3,2,2,,,📌 Aproveite essa oportunidade na Torre I do Hevea Vivence Residence!  • 🛏 3 quartos (sendo 1 suíte) • 🏢 5º andar • ☀ Sol da manhã • 🍽 Varanda gourmet com churrasqueira  ✅ Pront...,Destaque,1,480000
17,18,"Rua Porto Velho, Loteamento Joafra",250 ,2,2,2,,,"VEND0 casa localizada no loteamento Joafra, próximo às universidades, posto de combustível, posto de saúde, supermercados, parque do Tucumã, e acesso ao aeroporto ou rodovia BR 364...",Destaque,1,270000
18,19,"Rua Antônio Carlos, Sao Francisco",191 ,3,2,3,,,A casa no bairro São Francisco tem 191 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros,Comum,1,335000
19,20,"Rua Severina Maria de Sousa e Silva, Jardim Manoel Juliao",99 ,3,2,2,,,O apartamento no bairro Jardim Manoel Julião tem 90 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros,Comum,1,500000
20,21,"Avenida Epaminondas Jácome, Centro",84 ,,,,,,"Lote, Centro, Ocupado, 84.15 Ha de área de terreno. Matrícula nº 60214 e 60386, 1º CRI DE RIO BRANCO. O acesso a propriedade se dá partindo da cidade de Rio Branco/AC",Destaque,1,203676
21,22,"Avenida Recanto Verde, Residencial Petropolis",77 ,3,2,,,,"Apartamento com 03 quartos sendo 01 suíte, sala, cozinha com móveis planejados, wc social, área de serviço. Condomínio oferece playground, piscina, quiosque com churrasqueira, salã...",Destaque,1,410000
22,23,"Rodovia BR-364, Belo Jardim II",5000 ,3,2,2,,,"Chácara a venda no Polo Belo Jardim com 5000 m2.  Imóvel para quem deseja passar seus finais de semana em lazer e harmonia com à natureza. Possui uma excelente casa, lago para se r...",Comum,1,200000
23,24,"Estrada da Floresta, Floresta Sul",258 ,4,3,4,,,"A casa de condomínio sobrado no bairro Floresta Sul tem 258 metros quadrados com 4 quartos sendo 1 suite e 3 banheiros Possui espaço gourmet, playground, salão de festas. Vai lhe p...",Comum,1,1590000
24,1,"Avenida Comendador Gustavo Paiva, Mangabeiras",39 - 71 ,,2,,,,THE ICON PARK OFFICE  Um EMPRESARIAL ao lado do Parque Shopping com todo CONFORTO e SEGURANÇA que você precisa.   ✔️Serão 2 Torres com uma arquitetura de alto padrão e opções de sa...,Na planta,1,297394
25,2,"Rua Doutora Rosa Cabús, Jatiúca",40 - 59 ,1 - 2,1 - 2,1,,,"Viva o presente, invista no futuro!  Viver é gastar sua energia e economizar o planeta. É aproveitar o sol e reaproveitar a chuva. É usar aplicativos que conectam você ao condomíni...",Pronto para morar,1,
26,3,"Rua Valdo Omena, Ponta Verde",37 - 79 ,1 - 2,1,1 - 2,,,Venha conhecer o Smart Stay.,Em construção,1,
27,4,"Rua Antenor Marinho de Melo, Gruta de Lourdes",740 ,,,,,,Ginásio de esporte com 740 Mt de área construída,Super destaque,1,1000000
28,5,"Avenida Doutor Antônio Gouveia, Pajuçara",380 ,4,6,4,1300,5500,"Cobertura Garden, na Pajuçara, beira mar, com sala ampla para 2 ambientes, 1 lavabo, o piso em granito, são 380 m2 com 4 suíte sendo 2 com varandas 1 Master, todas com armários ,co...",Super destaque,1,3500000
29,6,"Rua Ailton Torres, Serraria",68 ,3,2,1,350,499,De 270mil por 220mil  Na MANGABEIRAS   3quartos Suíte Sombra Elevador Piscina Quadras  Próximo a tudo  ÍMPORTADORA Centro praia  Shoping  Corrretor Wagn miroro zap  Jesus salva...,Super destaque,1,220000
30,7,"Vergel do Lago, Maceió",160 ,3,2,2,,,"Casa com 3 quartos, sendo 1 suíte, garagem para 2 carros, varanda, área próximo da garagem, sala ampla, banheiro social, cozinha ampla, área de serviço, quintal.  Tamanho: 8 x 20 =...",Comum,1,160000
31,8,"Rua Luiz Campos Teixeira, Poço",57 ,2,2,1,400,,"Edifício DUETTO -   Venha morar em grande estilo. O seu 02 quartos ou 03 quartos com suíte e varanda, sala de estar e jantar, cozinha e área de serviço, totalmente revestido em cer...",Destaque,1,418573
32,9,"Rua João Canuto da Silva, Cruz das Almas",63 ,1,1,1,,,"Maravilhoso apartamento na Cruz das Almas com excelente padrão de acabamento, infraestrutura completa de lazer (Salão de festa Gourmet, Piscina de Raia, Playground, Espaço Grill co...",Destaque,1,443312
33,10,"Cidade Universitária, Maceió",180 ,3,2,2,,,"Vendo casa com 3 quartos, 2 salas, cozinha em L, quintal com área uma parte coberta, onde foi feito uma extensão da cozinha e outra parte descoberta com algumas plantas, possui var...",Comum,1,320000
34,11,"Avenida Menino Marcelo, Antares",48 ,2,2,1,290,,Contato:  Antonio Figueiredo CRECI 3836/AL  O apartamento está localizado no bairro Cidade Universitária com 48 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui ac...,Comum,1,150000
35,12,"Avenida General Luiz de França Albuquerque, Guaxuma",145 ,3,4,3,800,,"O apartamento está localizado no bairro Guaxuma tem 145 metros quadrados com 3 quartos sendo 2 suites e 4 banheiros Possui academia, espaço para festas, espaço gourmet, jardim, áre...",Destaque,1,1780000
36,13,"Condomínio Recanto das Cores, Benedito Bentes",120 ,3,1,1,85,630,Corretor de Imóveis JLisboa Creci 5141 - e whats   A casa de condomínio está localizado no bairro Benedito Bentes tem 120 metros quadrados com 3 quartos e 1 banheiro Possui academi...,Destaque,1,160000
37,14,"Gruta de Lourdes, Maceió",56 ,2,3,1,300,,"Mais Informações: Ricardo Rosal - CRECI/AL 4821  (WhatsApp)  Venha conhecer o Condomínio DELLAVIA PARK CLUB. O EMPREENDIMENTO  O mesmo será composto de 01 (um) subsolo, 01 (um) pil...",Destaque,1,274903
38,15,"Rua Antônio Gerbase, Pitanguinha",53 ,2,2,1,,,"Lançamento de apartamento na Serraria com varanda gourmet, 2 ou 3 quartos, sendo 1 suíte e área de lazer completa! Descrição sala de estar e jantar varanda gourmet 2 ou 3 quartos s...",Comum,1,265814
39,16,"Ponta Verde, Maceió",66 ,2,2,2,490,,"Acabamento feito com lindos detalhes, apartamento todo no porcelanato de 1.20 x 62, mobília planejada, móveis planejados em todos os ambientes, belíssimo projeto de iluminação e lo...",Destaque,1,550000
40,17,"Rua Ana Emília de Alencar, Santo Amaro",250 ,4,1,,,,"Casa no Santo Amaro com 2 casas interligada dentro (1 no primeiro andar e outra nos fundos). A primeira casa: Com 4 quartos, sala, cozinha, 1 banheiro, cozinha. A segunda casa (nos...",Comum,1,200000
41,18,"Rua Antônio Moraes Costa, Feitosa",63 ,3,1,1,380,907,"Senhores,   Visite-nos no endereço eletrônico: portelamczimoveis, para obter maiores detalhes.  Empreendimento localizado no Feitosa, em bairro central da cidade, com acesso rápido...",Destaque,1,205000
42,19,"Barro Duro, Maceió",56 ,2,2,1,,,"Edif. Dellavia Park clube, excelente empreendimento, situado no Barro Duro, bem prox. da Av. Rotary. Aptos. De 2 e 3 qtos. Com uma área de Lazer completa.  Aptos. De 2/4, c/ área d...",Destaque,1,268894
43,20,"Avenida Enfermeira Noraci Pedrosa, Antares",67 ,3,2,1,250,1042,"Olá, meu dono! tudo bem com você? Seja bem vindo ao seu novo lar!  Sou o Porto Alegre, um apartamento localizado no Antares próximo ao Shopping Pátio, estou pronto para oferecer o...",Comum,1,190000
44,21,"Rua José Carneiro da Cunha Sarmento, Jatiúca",86 ,3,2,2,550,,O apartamento no bairro Jatiúca possui 86 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros,Comum,1,542000
45,22,"Rua José Alves Morgado, Jatiúca",42 ,1,1,1,,,"O prédio está localizado no Stella Maris e possui churrasqueira, espaço grill, fitness, guarita, piscina, sala de eventos. O apartamento possui uma suíte reversível, cozinha, sala...",Comum,1,320000
46,23,"Rua A-40, Benedito Bentes",55 ,2,2,1,,,Vendo Apartamento Térreo no residencial Village das Flores. Totalmente Nascente  Para fazer uma visita basta ligar. Tiago Soares|82| 9.,Destaque,1,115000
47,24,"Antares, Maceió",60 ,2,2,1,320,,"Localizado perto do Colégio Elite, de restaurantes e pizzarias, o Aldepark oferece para que mora muito conforto e uma excelente área de lazer.   O apartamento possui 02 quartos sen...",Comum,1,210000
48,1,"Alameda das Estrelas, Muruci Fazendinha",332 ,,,,350,,"Lotes medindo mais de 332,00m²  em excelente localização dentro do empreendimento,  Qd 22 e outra esquina na av principal.  Verana Macapá fica situado na Rod JP, antiga Rod JK em f...",Super destaque,1,250000
49,2,"Rodovia Juscelino Kubitschek, Universidade",219 ,3,1,3,,,"Casa residencial em alvenaria de um(01) pavimento, coberta com telha de barro, forro em madeira, piso em cerâmica, garagem para três (03) carros, pátio, varanda. Três quartos  Uma...",Destaque,1,360000
50,3,"Avenida Três de Abril, Muruci Fazendinha",208 ,2,3,2,,,"Casa na zona sul. Situada na Rua 3 de abril, 101 Vale verde/ Murici, Bem em frente a expofeira Bairro   às margens da Rodovia JK. Casa toda em alvenaria com 208 mt2 de área constru...",Destaque,1,180000
51,4,"Avenida dos Bacuris, Loteamento Açaí",110 ,2,1,2,,,"Casa residencial em alvenaria de um (01) pavimento, coberta com telha de barro, forro de madeira, piso em cerâmica, com uma área de construída de 110,00m², contendo as seguintes de...",Destaque,1,300000
52,5,"Rodovia Juscelino Kubitschek, Universidade",219 ,3,1,3,,,"Casa residencial em alvenaria de um(01) pavimento, coberta com telha de barro, forro em madeira, piso em cerâmica, garagem para três (03) carros, pátio, varanda. Três quartos  Uma...",Destaque,1,360000
53,6,"Rodovia Juscelino Kubitschek, Jardim Marco Zero",180 ,3,4,2,,400,"Vende-se uma Excelente casa recém construído próximo ao Amapá Gardem, Unifap, Atacadão, Lugar de muito verde, bons ventos e tranquilidade. SOMENTE VENDA. Rod.JK, Ramal dos Promotor...",Destaque,1,600000
54,7,"Avenida dos Bacuris, Loteamento Açaí",110 ,3,1,2,,,"Casa residencial em alvenaria de um (01) pavimento, coberta com telha de barro, forro de madeira, piso em cerâmica, com uma área de construída de 110,00m², contendo as seguintes de...",Comum,1,300000
55,8,"Alameda Abil, Brasil Novo",120 ,3,3,3,,,A casa de vila no bairro Brasil Novo possui 120 metros quadrados com 3 quartos sendo 3 suites e 3 banheiros,Comum,1,70000
56,9,"Central, Macapá",203 ,3,1,2,,,"Casa rural na comunidade do Abacate da Pedreira a 40 minutos da capital, localizado na rodovia AP 70. Terreno medindo 48,00m de frente por 38,00m de fundos totalizando uma área de...",Destaque,1,350000
57,10,"São José, Macapá",,,,,,,É com muita honra que apresentamos o mais novo Condomínio da Zona Oeste de Macapá. Com a parceria da PH Imóveis e Construções e as empresas Bianchi Imóveis e BM Construções e Incor...,Destaque,1,60000
58,11,"Alameda Nona, Boné Azul",96 ,2,1,2,,,"Código na caixa: 00000010005667  2 quartos, 2 Vagas na Garagem, área de serviço, suite, sala, cozinha.Mat. 21.659, valor base ITBI = R$ 145.860,00. Laudo menciona 2 vgs de garagem...",Comum,1,130626
59,12,"Rua Caubi Sérgio Melo, Renascer",57 ,2,2,1,353,,"Apartamento residencial situado no condomínio Barcelona, prédio com elevador.  contendo:  garagem coberta fixa sala de estar/jantar,  um quarto,  uma suíte, cozinha com armários pl...",Comum,1,280000
60,13,"Rodovia BR-210, Lagoa Azul",110 ,3,1,2,,,"Casa residencial em alvenaria de um pavimento, coberta com telha de barro, forro de pvc, piso em porcelanato, contendo as seguintes dependências: garagem para dois (02) carros, sal...",Destaque,1,420000
61,14,"Marabaixo, Macapá",75 ,2,1,1,150,,"Imóvel com as seguintes dependências: 2 suítes, wc social, sala estar e jantar, cozinha americana, área de serviço, quintal, 75,00m2 de área construída, localizada no Residencial M...",Comum,1,270000
62,15,"Rua Vicente Raimundo Alves, Universidade",120 ,3,2,6,,170,"Vendo lindo imóvel na Zona Sul, titulado, registrado e apto para financiamento. Casa localizada a 3km do shopping Garden, Atacadão, Supermercado Fortaleza, UNIFAP e Estádio Zerão....",Destaque,1,350000
63,16,"Avenida das Bacabas, Infraero",100 ,3,2,,,,"Repasse casa no bairro Açaí, faltam 273 prestações de 1296 reais.contendo as seguintes acomodações: ✓03 quartos, sendo uma suíte com closet  ✓01 banheiro social. ✓01 sala de visita...",Comum,1,100000
64,17,"Brasil Novo, Macapá",,,,,,,"A Idealiza Urbanismo trouxe à Macapá o mais elevado conceito em residencial horizontal, o Home Resort.  Conheça agora mesmo o PALÁCIO DAS AGUAS HOME RESORT, o mais completo empreen...",Destaque,1,193000
65,18,"Avenida Ceará, Pacoval",130 ,2,3,,,,"Casa no Bairro PACOVAL, na Av Ceará entre Leopoldo Machado e e Jovino Dinoa, construída toda em Alvenaria, Edificada em terreno 15x30, piso em porcelanato, portas de madeira de Lei...",Comum,1,280000
66,19,"Avenida Brigadeiro Farias Lima, Infraero",250 ,3,1,2,,,"Lote urbano: medindo 10,00m de frente por 25,00m de fundo, totalizando 250,00m², todo murado, portão eletrônico, cerca elétrica, poço artesiano, caixa d'água.  Benfeitoria: casa re...",Destaque,1,250000
67,20,"Rua Luis Azarias Neto, Zerão",200 ,3,2,,,,"Casa, Ponto Comercial e kitnet no bairro Zerao, Situado Na Rua Luiz Azarias. Possuí estrutura para o segundo pavimento.  Casa: * Garagem * 02- Quartos * Banheiro Social * Sala de E...",Comum,1,190000
68,21,"Rodovia Curiau, Jardim Felicidade",300 ,,,,,,"Lote urbano medindo 10,00m pela frente, 30,00m pelos fundos, totalizando 300,00m², esta murado parcialmente, rua não asfaltada.  Obs: apto ao financiamento   AGENDE A SUA VISITA  I...",Comum,1,55000
69,22,"Travessa Quarta, Universidade",300 ,4,3,3,,,"A casa no bairro Universidade possui 300 metros quadrados com 4 quartos e 3 banheiros ZONA SUL,  ÔNIBUS NA PORTA; ESCOLAS MINICIPAL, ESTADUAL PRÓXIMO UNIVERSIDADE FEDERAL AO LADO C...",Destaque,1,600000
70,23,"Rua Pastor Deocleciano Cabralzinho de Assis, Jardim Marco Zero",200 ,8,8,,,,"Vila com 08(oito) apartamentos, todos devidamente Alugados, com renda mensal de R$4000(quatro mil reais), situado: Rua Pastor Diocleciano Cabralzinho de Assis, Bairro Jardim Marco...",Destaque,1,300000
71,24,"Rua do Trilho, São José",250 ,,,,100,,"CONDOMÍNIO FECHADO - MIDAS RESIDENCE O lote/terreno no bairro São José tem 250 metros quadrados Possui espaço jardinado, área de brinquedo para as crianças, espaço para festas. Vai...",Destaque,1,129000
72,1,"Avenida Coronel Teixeira, Ponta Negra",66 - 88 ,2 - 3,2 - 3,1,,,"Pronto para morar ao lado do Shopping Ponta Negra, no melhor da região!Piscina, churrasqueira, fitness, salão de festas, quadra esportiva, segurança 24 horas",Pronto para morar,1,340000
73,2,"Rua Fulvio Pennanchi, Planalto",38 - 43 ,1 - 2,1,1,,,"Lazer equipado, Previsão para medição de água individualizada, Preparação para Wi-fi nas áreas de lazer, Sistema de segurança ECO, Coleta seletiva, Portas Especiais, Pomar, Bicicle...",Na planta,1,176490
74,3,"Avenida Coronel Teixeira, Ponta Negra",36 - 49 ,1 - 2,1,1,,,"A região da Ponta Negra é um dos pontos mais nobres e valorizados de Manaus. E é exatamente onde está localizado o Estilo Ponta Negra. No empreendimento, você estará ao lado do Sho...",Pronto para morar,1,
75,4,"Avenida Coronel Teixeira, Ponta Negra",49 ,2,2,1,,,"O Estilo Ponta Negra tem uma infraestrutura grandiosa e repleta de comodidades que contribuem para uma maior qualidade de vida. Situado no bairro Ponta Negra, a cerca de 5 minutos...",Super destaque,1,260000
76,5,"Avenida do Turismo, Ponta Negra",179 ,3,1,4,360,,CONDOMÍNIO PASSAREDO - PONTA NEGRA   Divulgue seu imóvel conosco: COMPRE | VENDA | ALUGUE | FINANCIE  Alan santos Fone ou WhatsApp.   ASSISTA O VÍDEO DESTE IMÓVEL NO YOUTUBE: Corre...,Super destaque,1,850000
77,6,"Rua Visconde de Porto Seguro, Flores",270 ,3,2,3,,,"Casa de 3 quartos com piscina e agradável área externa no Conjunto Anavilhanas   Valor de Venda de R$ 550 mil Aceita Financiamento, FGTS e proposta  3 quartos, sendo 1 suíte  Banhe...",Super destaque,1,550000
78,7,"Rua Cachoeira do Niágara, Novo Aleixo",49 ,2,1,1,240,,"O apartamento está localizado no bairro Novo Aleixo tem 49 metros quadrados com 2 quartos sendo 1 suite e 1 banheiro Possui academia, espaço gourmet, área verde de jardim, área de...",Comum,1,237600
79,8,"São José Operário, Manaus",250 ,3,2,3,,,"IMÓVEL PRONTA PRA MORAR! APROVEITE A OPORTUNIDADE!  Casa com 03 quartos, sendo 02 suítes, área de lazer com piscina e churrasqueira, sala de estar e sala de jantar, em fino acabame...",Comum,1,80000
80,9,"Novo Aleixo, Manaus",80 ,2,2,2,,,"Pronta pra morar com piscina   Localizada no Novo Aleixo  CASA COM: - Sala de estar e jantar - 02 quartos, sendo 1 suite - Cozinha - Área de serviço coberta - Garagem para 02 carro...",Destaque,1,220001
81,10,"Rua Barro Amarelo, Cidade Nova",150 ,3,2,3,,,"Linda casa na cidade nova, núcleo 3, toda na telha de barro, próximo da panificadora Cerpan, Shopping Sumaúma 5 minutos, excelente acabamento, toda no forro de pcv e gesso, blindex...",Destaque,1,340000
82,11,"Rua Cachoeira do Niágara, Novo Aleixo",50 ,2,1,1,320,,"RESIDENCIAL ESTILO GOLF  Empreendimento assegurado e financiado até 90% com a CAIXA, no qual você começa a pagar o financiamento somente após receber o imóvel.   Localizado na Rua...",Comum,1,237600
83,12,"Novo Aleixo, Manaus",250 ,3,3,3,,,"IMÓVEL PRONTA PRA MORAR! APROVEITE A OPORTUNIDADE!  Casa com 03 quartos, sendo 02 suítes, área de lazer com piscina e churrasqueira, sala de estar e sala de jantar, em fino acabame...",Comum,1,150000
84,13,"Rua Anúbis, Jorge Teixeira",225 ,2,1,3,,,"Vendo essa casa no Santa Inês.  2 quartos sendo um suíte.  Sala para dois ambientes.  Cozinha com bancada de mármore.  Toda forrada, na cerâmica.  Toda murada. Terreno 9 x 25 murad...",Destaque,1,95000
85,14,"São Jorge, Manaus",350 ,3,2,3,,,"IMÓVEL PRONTA PRA MORAR! INCRÍVEL OPORTUNIDADE!  Casa com 03 quartos, sendo 02 banheiros, 1 suíte, área de lazer com churrasqueira, sala de estar e sala de jantar, em fino acabamen...",Destaque,1,150000
86,15,"Alvorada, Manaus",300 ,3,3,3,,,Casa a venda no alvorada  - 3 quartos sendo 2 suítes - 3 banheiros - Sala de estar - Sala de jantar - Garagem para dois carros - Piscina   LOCALIZAÇÃO E VISITAS SOMENTE COM O RESPO...,Comum,1,150000
87,16,"Flores, Manaus",300 ,3,2,3,,,"IMÓVEL PRONTA PRA MORAR! APROVEITE A OPORTUNIDADE!  Casa com 03 quartos, sendo 02 suítes, área de lazer com piscina e churrasqueira, sala de estar e sala de jantar, em fino acabame...",Comum,1,125000
88,17,"Flores, Manaus",70 ,2,2,2,,,"Casa bem localizada em condomínio fechado  Localizada no Parque das Laranjeira   Valor de venda 270 Mil  SOMENTE A VISTA   CASA COM:  * 02 quartos, sendo 1 suíte * Sala  * Cozinha...",Destaque,1,270086
89,18,"Avenida Torquato Tapajós, Colônia Terra Nova",41 ,2,1,1,220,,"RESIDENCIAL CONQUISTA RUBI Empreendimento assegurado e financiado até 80% CAIXA, você só começa a pagar o financiamento após receber o imóvel.   Inserido nas condições e descontos...",Destaque,1,166700
90,19,"Ponta Negra, Manaus",157 ,2,2,2,415,1400,O sobrado está localizado no bairro Ponta Negra com 157 metros quadrados com 2 quartos sendo 2 suites e 2 banheiros,Destaque,1,380000
91,20,"Flores, Manaus",80 ,3,2,2,,,"CASA PRÓXIMO A NILTON LINS   - No Parque das Nações  CASA COM: - Sala de estar e jantar - 03 quartos, sendo 1 suite - Cozinha - Área de serviço coberta - Garagem para 02 carros - Q...",Destaque,1,265001
92,21,"Rua Angélica Motta, Parque Dez de Novembro",57 ,2,2,1,350,,"Predilleto Parque Dez, 57 M², 3Qts Pronto para Morar!  está disponível pra comercialização.   03 Dormitórios: R$320.000,00 financiado  03 Dormitórios: R$300.000,00 à vista (que é a...",Destaque,1,300000
93,22,"Avenida Coronel Teixeira, Ponta Negra",50 ,2,2,1,,,Grande oportunidade de adquirir o 1º imóvel ou fazer um excelente investimento!   Conheça e encante-se pelo Residencial ESTILO PONTA NEGRA.  Empreendimento assegurado pela Caixa Ec...,Comum,1,259800
94,23,"Novo Aleixo, Manaus",70 ,2,2,2,,,"Casa no novo aleixo, com qualidade e preço justo   CASA COM: - Sala de estar e jantar - 02 quartos, sendo 1 suite - Cozinha - Área de serviço coberta - Garagem para 02 carros  ACAB...",Destaque,1,180082
95,24,"Rua Raul Pavon, Gilberto Mestrinho",45 ,2,1,1,,,"Leve Castanheiras  - Apartamento de 2 dormitórios| Semi-suite  - 45 metros quadrados  - 5° andar  - No apartamento ficará os modulados   - Parcelas de 1.150,00  - Localização: Rua...",Destaque,1,85000
96,1,"3ª Travessa Paripiranga, Bairro da Paz",53 - 71 ,2 - 3,2,1,,,"Pronto para morar pertinho da praia!Pronto para morar pertinho da praia, de shoppings e faculdades. Acesso pela orla ou pela nova Av. Orlando Gomes",Pronto para morar,1,
97,2,"Rua Doutor Genésio Salles, Vila Laura",61 - 89 ,2 - 3,2 - 3,1 - 2,,,"O melhor da Vila Laura para você. Escolha mais conforto, segurança, lazer e bem estar no maior empreendimento da Vila Laura. Próximo ao Shopping Bela Vista e à estação de metrô Ace...",Na planta,1,387480
98,3,"Rua Parambu, Santa Teresa",58 ,2,2,1,,,"Residencial Santorini – BRF Realizações  Jardim Santa Tereza, próximo ao Metrô, Supermercado Extra e Shopping Horto Bela Vista.  2 / 4 com 58m2, Varanda, e Suíte com espaço para Cl...",Em construção,1,395000
99,4,"Itapuã, Salvador",120 ,3,4,2,,,"Localizado em Salvador , em Pedra do Sal , o Varandas do Farol é um Condomínio residencial formado com 12 apartamentos TRIPLEX de alto padrão para te dar conforto , segurança e qua...",Super destaque,1,490000
100,5,"Rua Afrânio Coutinho, Itapuã",130 ,3,2,2,,,"Oportunidade! R$ 650.000Casa, reformada, próximo a praia, térrea, menor preço!A térrea no bairro Itapuã com 130 metros quadrados com 3 quartos e 2 banheiros",Super destaque,1,649999
101,6,"Itaigara, Salvador",282 ,3,5,2,,818,"Código do imóvel CA0821   Casa para Venda no bairro Itaigara, localizado na cidade de Salvador / BA.     Casa belíssima no Itaigara     Arquitetura moderna, localização privilegiad...",Super destaque,1,1170000
102,7,"Rua Doutor Augusto Lopes Pontes, Costa Azul",63 ,2,3,2,530,850,"Apartamento 8ºandar com dois quartos, sendo um suíte, sala ampla integrada com cozinha e uma área de serviço com banheiro, com duas vagas livres de garagem cobertas. Piso em porcel...",Comum,1,275000
103,8,"Rua Assaré, Parque Bela Vista",54 ,2,2,2,504,90,"Apartamento em fino acabamento na Torre Carcassone, andar alto, vista livre para o verde, ventilação cruzada. Composto por 2 quartos, sendo uma suite. Projeto completo de marcenari...",Destaque,1,370000
104,9,"Rua Mocambo, Trobogy",54 ,2,2,1,250,400,"2/4, sendo 1 suíte, sala, varanda, cozinha, área de serviço e banheiro social.   Imóvel conservado com teto rebaixado, iluminação embutida, blindex e térreo.   Cond com piscina, ch...",Comum,1,180000
105,10,"Rua Parambu, Brotas",52 ,2,1,1,400,121,"Lindo apartamento com 2/4, sendo 1 banheiro com armários e box, semi - mobiliado com vista ampla, varanda gourmet completo com armários e adega. Poente. 1 vaga de garagem. Armários...",Comum,1,298000
106,11,"Rua João Bião de Cerqueira, Pituba",82 ,3,3,1,550,183,"Apartamento na Pituba  3/4 sendo 1 suíte, 82m², Andar Alto.  Fino Acabamento: Luzes de led em todos os ambientes, armários planejados e split em todos os cômodos, inclusive sala, S...",Comum,1,660000
107,12,"Rua Arthur de Azevêdo Machado, Stiep",37 ,,1,1,300,,A escritório está localizado no bairro Stiep tem 37 metros quadrados e 1 banheiro,Comum,1,230000
