,Posição,Endereço,Área,Quartos,Banheiros,Vagas,Condomínio,IPTU,Descrição,Status,Página,Preço
11,12,"Conjunto Tangara, Rio Branco",,,,,,,Ótima casa com sala de estar sala de jantar 1 suítes 2 quartos estilo americano cozinha área de serviço e garagem coberta para 02 carros OBS a casa hoje encontra se bem próx,Comum,1,270000
12,13,"Rua Colômbia, Bosque",,,,,,,Vendo terreno de 10x25 localizado próximo ao círculo militar São 02 construções no lote 01 casa com 02 dormitórios sendo 01 suíte 01 banheiro social sala cozinha 02 cas,Comum,1,300000
13,14,"Rua Raimundo Ferreira, Conjunto Universitario",,,,,,,A casa está localizado no bairro Conjunto Universitário em uma excelente localização tem 190 metros quadrados de área construída com 3 quartos sendo 1 suite e 1 banheiro social,Destaque,1,310000
14,15,"Rua Lourenço Lopes, Eldorado",,,,,,,Vende uma casa nova no Bairro Eldorado 2 quartos 1 suíte wc social Sala Cozinha Área de serviço Churrasqueira Garagem quintal Entre em contato,Destaque,1,200000
15,16,"Nova Estacao, Rio Branco",,,,,,,Casa com ponto comercial Contém duas suítes sala de estar cozinha área de serviço e ponto comercial na frente,Comum,1,230000
16,17,"Rodovia BR-364, Portal da Amazonia",,,,,,,Parkia Boulevard Apartamento à venda ma Torre 1 Quitado entrega para maio de 2023 com sacada Gourmet possui 66 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possu,Comum,1,370000
17,18,"Rua Jatobá, Loteamento Novo Horizonte",,,,,,,Casa residencial com 3 três quartos sendo um suíte sala cozinha área na frente e atrás localizando na Rua Jatobá nº 12 Loteamento Novo Horizonte documentada pronta para,Destaque,1,230000
18,19,"Conjunto Bela Vista, Rio Branco",,,,,,,CASA TRÊS QUATOS sendo uma SUÍTE na Rua São Peregrino 345 Conjunto BELA VISTA Floresta Um pequeno ponto Comercial anexo à garagem Muito bem localizada proximo a Igreja São,Comum,1,250000
19,20,"Rua Ubatuba, Vilage Wilde Maciel",,,,,,,Um terreno bem localizado em bairro nobre Vilage Maciel medido 14 metros de frente por 31 metros cada Valor de 190 000 00 cada Documentação regularizada e pronto para financia,Destaque,1,190000
20,21,"Loteamento Joafra, Rio Branco",,,,,,768,Excelente imóvel a venda no Loteamento Joafra próximo a Fameta parque tucumã posto de combustível e conveniências Imóvel conta com 01 suíte e 01 quarto wc social sala e cozin,Comum,1,270000
21,22,"Rua São Mateus, Residencial Araca",,,,,,,Aproveite essa oportunidade na Torre I do Hevea Vivence Residence 3 quartos sendo 1 suíte 5º andar Sol da manhã Varanda gourmet com churrasqueira Pront,Comum,1,460000
22,23,"Jardim Nazle, Rio Branco",,,,,,1041,Com localização na Avenida Ceará Imóvel com 352 93 m² de terreno já com uma edificação Situado ao lado do antigo Poder Judiciário Escola João Calvino Entre em contato e saiba,Comum,1,480000
23,24,"Belo Jardim I, Rio Branco",,,,,,,Vendo Chácara no Polo Belo Jardim Imóvel para quem deseja passar seus finais de semana em harmonia com a natureza e lazer em família Possui uma excelente casa lago e plantas fr,Comum,1,200000
24,1,"Avenida Comendador Gustavo Paiva, Mangabeiras",,,,,,,THE ICON PARK OFFICE Um EMPRESARIAL ao lado do Parque Shopping com todo CONFORTO e SEGURANÇA que você precisa Serão 2 Torres com uma arquitetura de alto padrão e opções de sa,Na planta,1,297394
25,2,"Travessa Professor Derval Macário dos Santos, Cruz das Almas",,,,,,,Apartamentos de 2 quartos com suíte na Região de Cruz das Almas com opção de varanda em condomínio fechado todos com vaga de garagem Tudo o que você sempre quis em um só lugar,Em construção,1,291490
26,3,"Conjunto Senador Rui Palmeira, Serraria",,,,,100,,O apartamento está localizado no bairro Serraria tem 78 metros quadrados com 3 quartos sendo 1 suite e 1 banheiro,Super destaque,1,155000
27,4,"Avenida Álvaro Otacílio, Jatiúca",,,,,,,Oportunidade Preço abaixo da tabela apartamento à beira mar no bairro Jatiúca tem 165 metros quadrados com 3 quartos sendo 3 suites e 5 banheiros Possui área de recreação inf,Super destaque,1,2200000
28,5,"Rua Paulina Maria Mendonça, Jatiúca",,,,,600,,Para maiores informações entre em contato Vendo apto 1 quarto sala Excelente localização primeira quadra da praia de Jatiuca Portaria 24h Elevadores Piscina e salã,Super destaque,1,310000
29,6,"Condomínio Rosa dos Ventos, Cidade Universitária",,,,,,,A casa no bairro Cidade Universitária possui 300 metros quadrados com 2 quartos sendo 1 suite e 2 banheirosÉ mobiliado IMPORTANTE Prec o condic o es e disponibilidade do imo,Comum,1,160000
30,7,"Feitosa, Maceió",,,,,,,OPORTUNIDADE Casa térrea NASCENTE no bairro Feitosa 300 m² com 3 quartos sendo 1 suíte e outro banheiro social Tem um quintal bem amplo garagem para 2 veículos área frontal com,Destaque,1,418000
31,8,"Avenida General Luiz de França Albuquerque, Guaxuma",,,,,1065,,O apartamento está localizado no bairro Guaxuma com 197 metros quadrados com 3 quartos sendo 3 suites e 5 banheiros Possui academia espaço gourmet jardim área de brinquedo para,Destaque,1,1700000
32,9,"Rua Arthur Meyer Leite, Clima Bom",,,,,,,OPORTUNIDADE Vendo esta belíssima casa no conjunto Osman Loureiro Quadra A6 nº 114 composta de 3 Quartos sendo 01 suíte nascente bastante arejada e regularizada Conta um m,Comum,1,260000
33,10,"Jatiúca, Maceió",,,,,620,,Sala de estar e jantar varanda 03 quartos sendo 01 quarto suíte 01 quarto opcional e 01 quarto reversível WC social cozinha DCE WC de serviço e 2 vagas de garagens no subsol,Comum,1,575000
34,11,"Ladeira Murilo Monteiro Valente, Barro Duro",,,,,,,O apartamento está localizado no bairro Barro Duro possui 56 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui parquinho com diferentes brinquedos salão de festas,Comum,1,295000
35,12,"Ladeira Murilo Monteiro Valente, Barro Duro",,,,,450,,Chegou a OPORTUNIDADE que você procurava de comprar seu apartamento novo Edifício Dellavia Park Club no Barro Duro Apartamentos com sala de estar e jantar varanda 3 quartos se,Comum,1,380000
36,13,"Rua José Fragoso de Omena, São Jorge",,,,,310,,Olá sejam bem vindos Eu sou o Residencial Alto da Boa Vista localizado próximo do Parque Shopping Maceió no bairro do São Jorge Fico em um entorno que dá acesso fácil para t,Comum,1,220000
37,14,"Ladeira Murilo Monteiro Valente, Barro Duro",,,,,,,O mesmo será composto de 1 subsolo 1 pilotis e 2 torres torre 01 e torre 02 compostas de 18 pavimentos tipi cada 6 apartamentos por andar perfazendo assim um total de 108 ap,Comum,1,424796
38,15,"Avenida Jorge Barros, Santa Amélia",,,,,210,,Apartamento com 2 quartos sendo 1 suite sala 2 ambientes cozinha com area de serviço 50 mts² Portaria 24 horas salão de festas piscina playground academia salão de jogos,Comum,1,160000
39,16,"Avenida Professor Sandoval Arroxelas, Ponta Verde",,,,,500,,O apartamento no bairro Ponta Verde tem 85 metros quadrados com 3 quartos sendo 1 suite e 3 banheiros Possui espaço gourmet parquinho com diferentes brinquedos espaço para festas,Comum,1,630000
40,17,"Avenida Menino Marcelo, Antares",,,,,300,650,O apartamento no bairro Antares tem 53 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área de fitness espaço gourmet espaço jardinado parquinho com diferentes,Comum,1,165000
41,18,"Travessa da Floresta, Santa Amélia",,,,,358,,É na Santa Amélia Ótimo apartamento de 2 quartos 2 banheiros 1 suíte 2 vagas de garagem 51 metros quadrados QUITADO PODE FINANCIAR apenas 220 000 00 condomínio com gás e á,Comum,1,220000
42,19,"Estrada do Gama, Serraria",,,,,300,,O apartamento está localizado no bairro Serraria com 63 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui área verde de jardim área de recreação infantil salão pa,Comum,1,230000
43,20,"Rua Boa Vista, Feitosa",,,,,,,A casa está localizado no bairro feitosa possui 220 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros,Comum,1,500000
44,21,"Rua Doutor Manoel Marques Luz, Barro Duro",,,,,150,,Icaraí apartamento térreo 2 quartos com varanda no bairro do Barro Duro atrás do bar do Potiguar Apartamento térreo com aproximadamente 60m2 possui 2 quartos varanda wc soc,Comum,1,135000
45,22,"Rua João Jucá, Farol",,,,,750,,Excelente apartamento porteira fchada nascente com uma vista incrível para o mar e parte baixa da cidade com 3 quartos sendo 1 suíte com closet Sala de jantar e estar e varanda,Super destaque,1,499000
46,23,"Avenida Doutor Milton Hênio Netto de Gouveia, Antares",,,,,180,70,O apartamento no bairro Antares com 50 metros quadrados com 2 quartos e 1 banheiro maiores informações Marcelo Alencar consultor imobiliário creci_4522 whatsapp 82 98825_9587 cel,Destaque,1,70000
47,24,"Jatiúca, Maceió",,,,,,,Vendo apartamento em excelente localização no bairro da jatiúca a uma quadra do mar Com 110mts bem distribuídas quartos amplos e bem ventilado Possui 3 quartos sendo 1 suíte Co,Comum,1,300000
48,1,"Jardim Marco Zero, Macapá",,,,,,,34 2022 excelente lote urbano parcialmente murado dispondo das seguintes medidas 12m de frente por 30m de fundos totalizando 360m² Próximo ao monumento do Marco Zero a 100m,Super destaque,1,190000
49,2,"Avenida Uruguai, São José",,,,,250,,Situado no Residencial Jardim América na rodovia Duca Serra Possui Suíte Master com closet 2 dormitórios cozinha com bancada americana 2 vagas de garagem Sala de estar,Super destaque,1,450000
50,3,"Santa Rita, Macapá",,,,,,,Consultor Bruno Dias Whatsapp 11 9 5944 4559 Crédito para Imóvel Compra de Fazenda Investimento empresarial Crédito rural Crédito para carro Caminhões Ma,Super destaque,1,300000
51,4,"Alameda Abil, Brasil Novo",,,,,,,A casa de vila no bairro Brasil Novo possui 120 metros quadrados com 3 quartos sendo 3 suites e 3 banheiros,Comum,1,70000
52,5,"Avenida Portugal, São José",,,,,23400,,Excelente residencial na zona oeste de Macapá Ambiente bem familiar Vizinhança agradável Pra quem busca morar com segurança e tranquilidade fica na primeira quadra logo entr,Comum,1,170000
53,6,"Rodovia Juscelino Kubitschek, Universidade",,,,,,,Construtora Urbix Incorporadora Metragem 55 92m² e 69 87m² Torres 4 Torres Quartos 2 quartos sendo 1 suíte e 3 quartos sendo 2 suítes Banheiros 2 incluso a suíte,Comum,1,378000
54,7,"Avenida Décima Oitava, Marabaixo",,,,,,,Imóvel disponível para VENDA no bairro Marabaixo 3 Características do imóvel Piscina 2 quartos 1 suíte 1 banheiro Garagem para 3 carros Sala de estar Cozinha,Comum,1,200000
55,8,"Rodovia Juscelino Kubitschek, Universidade",,,,,,,Casa residencial em alvenaria de um 01 pavimento coberta com telha de barro forro em madeira piso em cerâmica garagem para três 03 carros pátio varanda Três quartos Três,Destaque,1,360000
56,9,"Cidade Nova, Macapá",,,,,,,83 2021 Imóvel residencial em alvenaria de 02 dois pavimentos construído sob lote medindo 7 5 de frente por 16 00m de fundos totalizando 120 00m² murado coberto com telhas,Comum,1,100000
57,10,"Rua Rio Dourados, Brasil Novo",,,,,,,Linda Casa Pronta Para Morar esta Disponível para Venda Residencial Bela Vista Zona Norte Garagem para 02 veículos Sala de estar Sala de Jantar 01 Suíte com closet 01 Quarto 0,Destaque,1,330000
58,11,"Novo Horizonte, Macapá",,,,,,,52_2022 Ótima oportunidade de investimento vila de apartamentos construída sob lote medindo 12 00m de frente por 30 00m de totalizando 360 metros quadrados dispondo de 05 unid,Comum,1,210000
59,12,"Avenida dos Bacuris, Loteamento Açaí",,,,,,,Casa residencial em alvenaria de um 01 pavimento coberta com telha de barro forro de madeira piso em cerâmica com uma área de construída de 110 00m² contendo as seguintes de,Comum,1,300000
60,13,"Avenida Doutor Acelino de Leão, Santa Rita",,,,,316,,SOMENTE VENDA Apartamento contendo 2 quartos sendo 1 suíte Sala Cozinha tradicional vaga de garagem coberta e privativa Edifício com elevador Localizado no condomínio W,Destaque,1,346500
61,14,"Avenida Antônio Ferreira de Jesus, Novo Buritizal",,,,,,,O ponto comercial loja box no bairro Novo Buritizal possui 200 metros quadrados com 3 quartos sendo 3 suites e 4 banheirosPonto Comercial no bairro Novo Buritizal Sub esquina Edi,Comum,1,500000
62,15,"Jardim Marco Zero, Macapá",,,,,,,Imóvel com excelente localização e ótima vizinhança possui casa sede com 3 quartos uma suíte externa Galpao oficina galinheiro chiqueiro área para churrasqueira murado em boa p,Destaque,1,800000
63,16,"Fazendinha, Macapá",,,,,,,09 2022 Imóvel aconchegante arejado com vizinhança tranquila localização estratégica entre Macapá Santana e Fazendinha construído sob lote medindo 12 00m de frente por 25 0,Comum,1,230000
64,17,"Muca, Macapá",,,,,,,45 2022 Imóvel com excelente localização entre as Ruas Hildemar Maia e Santos Dumont garagem coberta para até 02 dois veículos sala de estar jantar escritório copa cozinh,Comum,1,340000
65,18,"Avenida Saúde Pimentel Canto, Novo Buritizal",,,,,,,Casa no Bairro Novo Buritizal Edificada em terreno 10x25 toda forrada lajota os quartos com central de ar poço caixa d água Contendo as seguintes acomodações Garagem Sal,Comum,1,300000
66,19,"Rua dos Mamões, Infraero",,,,,,300,Estamos com uma bela casa duplex para vender em um dos mais belos estados do Brasil Estou falando do estado do Amapá A casa fica situada no Conjunto Açaí na Rua dos Mamões 428,Comum,1,200000
67,20,"Congós, Macapá",,,,,,,04 2022 Casa em alvenaria parcialmente murada gradeada coberta com telhas de fibrocimento e Lage piso em lajotas contendo Pátio Sala 02 dois quartos banheiro social c,Comum,1,140000
68,21,"São José, Macapá",,,,,,,Excelente casa com ótimo acabamento com garagem para 02 dois veículos sala de estar cozinha mobiliada espaço gourmet com churrasqueira lavabo piscina corredor de circulaçã,Comum,1,750000
69,22,"Rua Caubi Sérgio Melo, Renascer",,,,,353,,Apartamento residencial situado no condomínio Barcelona prédio com elevador contendo garagem coberta fixa sala de estar jantar um quarto uma suíte cozinha com armários pl,Comum,1,280000
70,23,"Avenida Petrópolis, Brasil Novo",,,,,180,190,Casa moderna estilo americano Área de lavanderia e funcional Próximo ao IFAP Instituto federal Acesso do bairro da zona norte Supermercados farmacias colégios E balneário,Destaque,1,380000
71,24,"Rua Luis Azarias Neto, Zerão",,,,,,,Casa Ponto Comercial e kitnet no bairro Zerao Situado Na Rua Luiz Azarias Possuí estrutura para o segundo pavimento Casa Garagem 02 Quartos Banheiro Social Sala de E,Comum,1,190000
72,1,"Avenida Coronel Teixeira, Ponta Negra",,,,,,,Pronto para morar ao lado do Shopping Ponta Negra no melhor da região Piscina churrasqueira fitness salão de festas quadra esportiva segurança 24 horas,Pronto para morar,1,340000
73,2,"Avenida Coronel Teixeira, Ponta Negra",,,,,,,A região da Ponta Negra é um dos pontos mais nobres e valorizados de Manaus E é exatamente onde está localizado o Estilo Ponta Negra No empreendimento você estará ao lado do Sho,Pronto para morar,1,
74,3,"Rua Fulvio Pennanchi, Planalto",,,,,,,Lazer equipado Previsão para medição de água individualizada Preparação para Wi fi nas áreas de lazer Sistema de segurança ECO Coleta seletiva Portas Especiais Pomar Bicicle,Na planta,1,176490
75,4,"Rua Mem de Sá, Dom Pedro I",,,,,,,A casa no bairro Dom Pedro I possui 300 metros quadrados com 4 quartos sendo 3 suites e 6 banheiros Vai lhe possibilitar curtir os dias mais quentes na piscina todo o conforto do,Super destaque,1,690000
76,5,"Rua Bartolomeu B da Silva, Dom Pedro I",,,,,,,O apartamento está localizado no bairro Dom Pedro I com 84 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui área de fitness espaço gourmet jardim parquinho infa,Super destaque,1,520000
77,6,"Rua Enéas Barreto Thomé, Colônia Santo Antônio",,,,,,,DESCRIÇÃO Tamanho do terreno 15 X 33 495m² Área construída 300m² TÉRREO Vende se 1 casa com finíssimo acabamento com as seguintes características 1 Sala e sala ja,Super destaque,1,380000
78,7,"Rua Antônio Lobo Sobrinho, Dom Pedro I",,,,,,,A casa está localizado no bairro Dom Pedro I com 282 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Vai lhe possibilitar aproveitar a vida ao ar livre no seu próprio qu,Comum,1,265000
79,8,"Avenida Desembargador João Machado, Planalto",,,,,,,A casa está localizado no bairro Planalto tem 400 metros quadrados com 5 quartos sendo 2 suites e 3 banheiros,Comum,1,80000
80,9,"Rua Ayacucho, Presidente Vargas",,,,,,,A casa está localizado no bairro Presidente Vargas tem 100 metros quadrados com 2 quartos sendo 1 suite e 2 banheirosAceita financiamento casa dois pisos,Comum,1,250000
81,10,"Rua Barão do Rio Branco, Flores",,,,,,,Vendo Está linda Casa No Parque das laranjeiras Sendo 2 quartos 1 suíte 1 banheiro social Sala Cozinha Garagem P 2 carros Portão eletrônico Cerca elétrica,Comum,1,265000
82,11,"Flores, Manaus",,,,,,,Casa bem localizada em condomínio fechado Localizada no Parque das Laranjeira SOMENTE A VISTA CASA COM 02 quartos sendo 1 suíte Sala Cozinha Área de serviço Ban,Destaque,1,250083
83,12,"Avenida Francisco Queiroz, Colônia Santo Antônio",,,,,,,Casa Duplex em condomínio 02 suítes 02 vagas Próx Atack Max Teixeira INFORMAÇÕES DETALHADAS DO IMÓVEL Condomínio Residencial Vila Vitória Régia 01 Colônia Sto Antôni,Comum,1,290000
84,13,"Flores, Manaus",,,,,,,Casa bem localizada em condomínio fechado Localizada no Parque das Laranjeira SOMENTE A VISTA CASA COM 02 quartos sendo 1 suíte Sala Cozinha Área de serviço Ban,Destaque,1,250084
85,14,"Petrópolis, Manaus",,,,,,,CASA EM PETRÓPOLIS A VENDA 3 quarto sendo os 3 suíte cozinha com armários planejados sala ampla com 2 ambientes varanda área de serviço com armários piscina churrasqueira co,Destaque,1,200000
86,15,"Chapada, Manaus",,,,,,,Codigo do anuncio CA1829 Casa com 2 quartos em Condomínio fechado na frente do Amazonas Shopping e ao lado da Fametro Faculdade Metropolitana de Manaus Casa de 02 Qts com Varan,Comum,1,270000
87,16,"Flores, Manaus",,,,,,,Casa bem localizada em condomínio fechado Localizada no Parque das Laranjeira SOMENTE A VISTA CASA COM 02 quartos sendo 1 suíte Sala Cozinha Área de serviço Ban,Destaque,1,270071
88,17,"Novo Aleixo, Manaus",,,,,,,Casa no novo aleixo com qualidade e preço justo CASA COM Sala de estar e jantar 02 quartos sendo 1 suite Cozinha Área de serviço coberta Garagem para 02 carros ACAB,Destaque,1,180069
89,18,"Rua Doutor Feliciano Lima, Cidade Nova",,,,,,,_ Casas 2 Quartos em via pública _ fica próximo ao Senac da Cidade Nova Plantão ONLINE what 9 9150 37 54 Bairro Pq das Laranjeiras Valor 220mil pronta pra morar P,Comum,1,220000
90,19,"Flores, Manaus",,,,,,,CASA PRÓXIMO A NILTON LINS No Parque das Nações CASA COM Sala de estar e jantar 03 quartos sendo 1 suite Cozinha Área de serviço coberta Garagem para 02 carros Q,Destaque,1,265071
91,20,"Cidade Nova, Manaus",,,,,,,IMÓVEL PRONTA PRA MORAR APROVEITE A OPORTUNIDADE Casa com 03 quartos sendo 02 suítes área de lazer com piscina e churrasqueira sala de estar e sala de jantar em fino acabame,Comum,1,150000
92,21,"Cachoeirinha, Manaus",,,,,,,IMÓVEL PRONTA PRA MORAR APROVEITE A OPORTUNIDADE Casa com 03 quartos sendo 02 suítes área de lazer com piscina e churrasqueira sala de estar e sala de jantar em fino acabame,Comum,1,150000
93,22,"Nova Cidade, Manaus",,,,,,,Casa com dois quartos garagem coberta próximo a escola e supermercado Santa Maria e avenida das flores,Comum,1,100000
94,23,"São José Operário, Manaus",,,,,,,Casa a venda no Parque das Laranjeiras 2 quartos sendo um suíte espaço pra mais um quarto 3 banheiros Sala de estar Sala de jantar Garagem para dois carros Piscina,Comum,1,125000
95,24,"Rua Jorge Luiz Milani, Flores",,,,,,,Life Flores Residencial INFORMAÇÕES DO IMÓVEL Apartamento com 3 quartos sendo 1 suíte 2 Vagas descobertas 6º Andar 74m² Sala de estar jantar cozinha varanda Inclui,Comum,1,360000
96,1,"Rua Doutor Genésio Salles, Vila Laura",,,,,,,O melhor da Vila Laura para você Escolha mais conforto segurança lazer e bem estar no maior empreendimento da Vila Laura Próximo ao Shopping Bela Vista e à estação de metrô Ace,Na planta,1,387480
97,2,"Rua Parambu, Santa Teresa",,,,,,,Residencial Santorini BRF Realizações Jardim Santa Tereza próximo ao Metrô Supermercado Extra e Shopping Horto Bela Vista 2 4 com 58m2 Varanda e Suíte com espaço para Cl,Pronto para morar,1,395000
98,3,"Rua Parambu, Santa Teresa",,,,,,,Residencial Mykonos BRF Realizações Jardim Santa Tereza próximo ao Metrô Supermercado Extra e Shopping Horto Bela Vista 3 4 com 70m2 Varanda Suíte com espaço para Closet,Em construção,1,388000
99,4,"Piatã, Salvador",,,,,1022,7300,CÓDIGO B4S1265 Casa no condomínio Parque costa verde pronto para morar com 04 dormitórios sendo 04 suítes 04 vagas garagem e uma área total de 1 018m² Possui ar condicionado g,Super destaque,1,5300000
100,5,"Jardim Apipema, Salvador",,,,,,10000,Apartamento de alto padrão e luxo com 04 suítes a suite master com closet sala de jantar living varanda incorporada gabinete sala íntima ampla área de serviço com 2 quart,Super destaque,1,
101,6,"Rua João José Rescala, Imbuí",,,,,568,70,Excelente apartamento de 3 quartos amplos e decorado suíte com Closet armários em Mdf novos na cozinha Banheiro social amplo sala decorada em dois ambientes piso porcelanato,Super destaque,1,379000
102,7,"Federação, Salvador",,,,,,,Venha adquirir seu imóvel com as melhores condições do mercado Mega feirão da caixa econômica federal Apartamento na graça 2 4 Entrada de 9 000 Parcelas de 900 Utili,Comum,1,95000
103,8,"Conjunto Piatã, Patamares",,,,,,,CHEGOU A HORA DEE VOCÊ REALIZE SEU GRANDE SONHO DA SUA CASA PRÓPRIA TE AJUDO A CONQUISTA A CASA DOS SEUS SONHOS E PARA ISSO ACONTECER ME CHAMA NO WHATSAPP 71 99 40 16 54,Comum,1,90000
104,9,"Alameda Costa do Sol, Stella Maris",,,,,,,CHEGOU A HORA DEE VOCÊ REALIZE SEU GRANDE SONHO DA SUA CASA PRÓPRIA TE AJUDO A CONQUISTA A CASA DOS SEUS SONHOS E PARA ISSO ACONTECER ME CHAMA NO WHATSAPP 71 99 4 01 65 4,Comum,1,190000
105,10,"Rua 10 de Julho, São Gonçalo",,,,,,,Imóvel de 3 4 sala cozinha bastante área laje livre excelente localização e pronta para morar Valor de entrada R 10 000 00 e restante em parcelas fixas no boleto bancário S,Comum,1,90000
106,11,"Stella Maris, Salvador",,,,,,,Atendimento Beatriz Silva Ligação 71 82 80 64 75 OPORTUNIDADE Entre em contato e faça sua proposta aceito proposta Parcelamento Casa Linda Bem Localizada Próximo Escolas,Comum,1,120000
107,12,"Jardim das Margaridas, Jardim das Margaridas",,,,,,,CHEGOU A HORA DEE VOCÊ REALIZE SEU GRANDE SONHO DA SUA CASA PRÓPRIA TE AJUDO A CONQUISTA A CASA DOS SEUS SONHOS E PARA ISSO ACONTECER ME CHAMA NO WHATSAPP 71 99 4 01 65 4,Comum,1,85000
108,13,"Rua Maraú, Resgate",,,,,,,A casa no bairro Resgate tem 80 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Entrada inicial 10 000 Parcelas a combinar,Comum,1,90000
109,14,"Rua Baden Powell, Bonfim",,,,,,,João Santos 71 9 86 27 21 56 WhatsApp ou ligação CHEGOU A HORA DEE VOCÊ REALIZE SEU GRANDE SONHO DA SUA CASA PRÓPRIA PARA INFORMAÇÕES COM MAIS URGÊNCIA ME CHAMA NO WHATS,Comum,1,130000
110,15,"Rua Antônio Pessoa de Souza, Piatã",,,,,,,A casa está localizado no bairro Piatã possui 80 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui espaço gourmet Vai lhe possibilitar todo o conforto do ar condic,Comum,1,90000
111,16,"Rua do Tamarineiro, Itapuã",,,,,,,João Santos 71 9 86 27 21 56 WhatsApp ou ligação CHEGOU A HORA DEE VOCÊ REALIZE SEU GRANDE SONHO DA SUA CASA PRÓPRIA PARA INFORMAÇÕES COM MAIS URGÊNCIA ME CHAMA NO WHATS,Comum,1,200000
112,17,"Rua Farol de Itapuã, Itapuã",,,,,,,Imóvel de 3 4 sala cozinha bastante área laje livre excelente localização e pronta para morar Valor de entrada R 10 000 00 e restante em parcelas fixas no boleto bancário S,Comum,1,140000
113,18,"Graça, Salvador",,,,,,,O apartamento está localizado no bairro Graça possui 135 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área de fitness espaço gourmet Vai lhe possibilitar tod,Comum,1,90000
114,19,"Ribeira, Salvador",,,,,,,Imóvel bem localizado conta com 3 4 sala cozinha varanda área de 2 Banheiro 2 vagas na garagem Pronta para morar SOMENTE NO PARCELADO Ponto de referência sorveteria Pode,Comum,1,85000
115,20,"Rua Rockfeller, Barris",,,,,330,53,Vendo apartamento reformado com 03 quartos sendo 01 suíte Tipologia nascente Excelente ventilação natural Bem iluminado Privacidade t,Destaque,1,275000
116,21,"Alameda dos Umbuzeiros, Caminho Das Árvores",,,,,1200,3190,PIAP40056 O apartamento no bairro Caminho das Árvores tem 169 metros quadrados com 4 quartos sendo 2 suites e 4 banheiros Possui parquinho infantil espaço gourmet Vai lhe possibi,Comum,1,680000
117,22,"Rua Astrozildo Sepúlveda, Iapi",,,,,180,,NM45 Bom apartamento à venda tem 60 m² com 2 quartos 2 banheiros IAPI Salvador BA Bom apartamento com 60 m² 2 quartos sala em ambientes banheiro social cozinha área e,Comum,1,135000
