,Posição,Endereço,Área,Quartos,Banheiros,Vagas,Condomínio,IPTU,Descrição,Status,Página,Preço
17,18,"Rua Senira Nogueira, Vila Ivonete",173 ,3,4,2,,,Vendo Casa Conj Procon Imóvel conta com 03 suítes Sala de estar Sala de jantar Cozinha Garagem pra 02 carros Próximo ao posto de gasolina e Galeria Getúlio,Comum,1,450000
18,19,"Loteamento Joafra, Rio Branco",179 ,2,2,2,,768,Excelente imóvel a venda no Loteamento Joafra próximo a Fameta parque tucumã posto de combustível e conveniências Imóvel conta com 01 suíte e 01 quarto wc social sala e cozin,Comum,1,270000
19,20,"Dom Giocondo, Rio Branco",300 ,,,,,708,Terreno à venda 300 m² 10x30 no Bairro Dom Giocondo Rio Branco AC,Comum,1,200000
20,21,"Rua Maria da Conceição, Conjunto Tangara",121 ,3,2,,,,Casa no Conjunto Tangará 3 quartos 1 suíte Sala ampla 120 59m² Garagem p 3 carros Entre em contato para mais informações,Comum,1,270000
21,22,"Belo Jardim I, Rio Branco",5000 ,3,2,,,,Vendo Chácara no Polo Belo Jardim Imóvel para quem deseja passar seus finais de semana em harmonia com a natureza e lazer em família Possui uma excelente casa lago e plantas fr,Comum,1,200000
22,23,"Rodovia BR-364, Belo Jardim II",5000 ,3,2,2,,,Chácara a venda no Polo Belo Jardim com 5000 m2 Imóvel para quem deseja passar seus finais de semana em lazer e harmonia com à natureza Possui uma excelente casa lago para se r,Comum,1,200000
23,24,"Parque dos Sabias, Rio Branco",90 ,3,1,1,150,,Vendo casa Residencial Envira Imóvel todo reformado e ampliado possui 03 quartos sala cozinha banheiro área de serviço e garagem coberta para 01 carro Residencial fechado atrá,Comum,1,200000
24,1,"Avenida Comendador Gustavo Paiva, Mangabeiras",39 - 71 ,,2,,,,THE ICON PARK OFFICE Um EMPRESARIAL ao lado do Parque Shopping com todo CONFORTO e SEGURANÇA que você precisa Serão 2 Torres com uma arquitetura de alto padrão e opções de sa,Na planta,1,297394
25,2,"Travessa Professor Derval Macário dos Santos, Cruz das Almas",44 - 55 ,1 - 2,1,1,,,Apartamentos de 2 quartos com suíte na Região de Cruz das Almas com opção de varanda em condomínio fechado todos com vaga de garagem Tudo o que você sempre quis em um só lugar,Em construção,1,291490
26,3,"Avenida Álvaro Otacílio, Jatiúca",165 ,3,5,3,,,Oportunidade Preço abaixo da tabela apartamento à beira mar no bairro Jatiúca tem 165 metros quadrados com 3 quartos sendo 3 suites e 5 banheiros Possui área de recreação inf,Super destaque,1,2200000
27,4,"Avenida Comendador Gustavo Paiva, Cruz das Almas",43 ,,1,1,,,Sala Comercial ao lado do parque shopping Forma de pagamento sala 307 Sinal de R 32 590 00 10 intercaladas semestrais de R 8 147 50 intercalada no dia no valor de R 16 295 00 S,Super destaque,1,325900
28,5,"Avenida General Luiz de França Albuquerque, Garça Torta",600 ,4,5,4,,,A casa de 600 metros quadrados está localizado no bairro Garça Torta no condomínio fechado Morada da Garça pé na areia com 4 quartos sendo 4 suítes e 5 banheiros Possui elevador,Super destaque,1,7000000
29,6,"Avenida Jorge Barros, Santa Amélia",64 ,2,2,1,,,VENDO APARTAMENTO NO CONDOMÍNIO MEDITERRÂNEO OESTE NA SANTA AMÉLIA O imóvel está localizado no térreo posição nascente e conta com 1 sala de estar 1 sala de jantar 2 quartos,Comum,1,180000
30,7,"Avenida Menino Marcelo, Antares",53 ,2,2,1,380,,Senhores Visite nos no endereço eletrônico portelamczimoveis para obter maiores detalhes Empreendimento no Antares em local com excelente infraestrutura próximo de superm,Comum,1,
31,8,"Rua José Fragoso de Omena, São Jorge",55 ,2,2,1,310,,Olá sejam bem vindos Eu sou o Residencial Alto da Boa Vista localizado próximo do Parque Shopping Maceió no bairro do São Jorge Fico em um entorno que dá acesso fácil para t,Comum,1,220000
32,9,"Avenida Jorge Barros, Santa Amélia",53 ,2,2,1,,,Apartamento com 02 quartos WC sala cozinha área de serviço Piso laminado de madeira e pintura nova 1 andar e nascente Aceito Financiamento Um lugar feito para encant,Destaque,1,133000
33,10,"Avenida Juca Sampaio, Barro Duro",52 ,2,1,1,230,,O apartamento no bairro Barro Duro tem 52 metros quadrados com 2 quartos sendo 1 suite e 1 banheiro social Sala de estar e jantar Possui academia espaço gourmet jardim área,Comum,1,
34,11,"Avenida 01, Benedito Bentes",130 ,3,2,1,,,A casa está localizado no bairro Benedito Bentes 2 possui 130 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros,Comum,1,140000
35,12,"Travessa da Floresta, Santa Amélia",51 ,2,2,2,358,,É na Santa Amélia Ótimo apartamento de 2 quartos 2 banheiros 1 suíte 2 vagas de garagem 51 metros quadrados QUITADO PODE FINANCIAR apenas 220 000 00 condomínio com gás e á,Comum,1,220000
36,13,"Ponta Verde, Maceió",93 ,3,3,2,1060,,Vendo apartamento na Ponta Verde totalmente nascente com varanda 3 4 2 suítes DCE piscina e salão de festas prédio muito bem localizado próximo de escolas supermercados lo,Comum,1,490000
37,14,"Avenida Presidente Getúlio Vargas, Serraria",49 ,2,2,1,380,722,Senhores Visite nos no endereço eletrônico portelamczimoveis para obter maiores detalhes Empreendimento no bairro da Serraria em localização estratégica com excelente infra,Comum,1,183000
38,15,"Rua H, Antares",60 ,2,1,1,305,,Apartamento com 02 Quartos no Residencial Alvorada no Antares Valor de Condomínio já Incluso Água e Gás Apartamento Nascente Prédio com Elevador,Comum,1,150000
39,16,"Rua O, Antares",58 ,2,1,1,305,1,O apartamento no bairro Antares tem 58 metros quadrados com 2 quartos sendo 1 suite e 1 banheiro Possui jardim playground salão para festas e eventos Vai lhe possibilitar curtir,Comum,1,176000
40,17,"Rua Jornalista Alziro Zarur, Gruta de Lourdes",240 ,3,3,4,,,Encontramos sua casa venha conhecer essa mera oportunidade para você que busca uma casa para uso Residencial ou Comercial estamos a sua disposição para lhe apresentar essa linda,Comum,1,520000
41,18,"Rua Teodomiro Deodato Santos, Tabuleiro do Martins",45 ,2,2,1,,,TORRES DE TRINDADE Localização privilegiada para facilitar ainda mais o seu dia a dia em Maceió Próximo ao Shopping Pátio Maceió BIG Bom Preço Colégio Atheneu Faculdade Pitá,Comum,1,249490
42,19,"Rua Gaspar Ferrari, Ponta Verde",110 ,3,4,2,,,Vendo excelente apartamento de 110m² com 3 SUITES dependência completa TOTALMENTE NASCENTE LESTE FRENTE RUA 2 vagas SOLTAS PROXIMO DA IGREJA SAO PEDRO UNICOMPRA,Comum,1,520000
43,20,"Avenida Muniz Falcão, Barro Duro",65 ,2,1,2,,,Excelente casa de condomínio em uma localização privilegiada na principal da Muniz falcão com entrada individual portão Elétrico 1 vaga de estacionamento e 1 garagem coberta c,Destaque,1,195000
44,21,"Quadra B, Serraria",55 ,3,1,1,,,Horto Jardins conquiste seu apartamento do jeito que você sempre sonhou Apartamentos de 2 e 3 quartos com e sem varanda de 45 a 55m² muito bem localizado ENTRADA FACILITAD,Comum,1,220000
45,22,"Avenida General Luiz de França Albuquerque, Jacarecica",141 ,4,5,,700,,Edf Evolution TORRE WAVE 4 dormitórios Nascente 141 5 m2 privativa 5 banheiros Dependência de serviço completa Lavanderia Cozinha Aquecimento a gás 3 v,Destaque,1,127900
46,23,"Rua do Imperador, Centro",67 ,3,1,2,345,,Agende sua visita comigo Corretor Lair 8 2 9 8 7 5 6 6 8 7 2 O apartamento no bairro Centro possui 67 metros quadrados com 3 quartos sendo 1 suite e 1 banheiro Possui academia,Comum,1,270000
47,24,"Avenida Comendador Gustavo Paiva, Cruz das Almas",56 ,2,1,1,350,,Venha morar no Horizontes do Litoral Os apartamentos foram projetados para você realizar o seu sonho de morar próximo a praia e ter tudo ao seu redor Apartamentos de 2 quartos c,Comum,1,305000
48,1,"Avenida Uruguai, São José",120 ,3,2,2,250,,Situado no Residencial Jardim América na rodovia Duca Serra Possui Suíte Master com closet 2 dormitórios cozinha com bancada americana 2 vagas de garagem Sala de estar,Super destaque,1,450000
49,2,"Jardim Marco Zero, Macapá",1 ,1,1,2,,,34 2022 excelente lote urbano parcialmente murado dispondo das seguintes medidas 12m de frente por 30m de fundos totalizando 360m² Próximo ao monumento do Marco Zero a 100m,Super destaque,1,190000
50,3,"Santa Rita, Macapá",,,,,,,Consultor Bruno Dias Whatsapp 11 9 5944 4559 Crédito para Imóvel Compra de Fazenda Investimento empresarial Crédito rural Crédito para carro Caminhões Ma,Super destaque,1,300000
51,4,"Alameda Abil, Brasil Novo",120 ,3,3,3,,,A casa de vila no bairro Brasil Novo possui 120 metros quadrados com 3 quartos sendo 3 suites e 3 banheiros,Comum,1,70000
52,5,"Rua Luis Carlos de Araújo Monteiro, Jardim Equatorial",220 ,4,4,,,,Casa está localizado no bairro Jardim Equatorial Situada na Rua Luis Carlos de Araújo Monteiro Edificada em terreno 10x30 220m2 de área construída contendo as seguintes acomoda,Comum,1,450000
53,6,"Congós, Macapá",360 ,2,2,1,,,20 2017 Imóvel residencial em alvenaria todo murado e gradeado coberto com telhas de fibrocimento forro em madeira e piso lajotado contendo as seguintes dependências garagem,Comum,1,160000
54,7,"Avenida Saúde Pimentel Canto, Novo Buritizal",130 ,3,3,2,,,Casa no Bairro Novo Buritizal Edificada em terreno 10x25 toda forrada lajota os quartos com central de ar poço caixa d água Contendo as seguintes acomodações Garagem Sal,Comum,1,300000
55,8,"Novo Horizonte, Macapá",360 ,4,4,4,,,52_2022 Ótima oportunidade de investimento vila de apartamentos construída sob lote medindo 12 00m de frente por 30 00m de totalizando 360 metros quadrados dispondo de 05 unid,Comum,1,210000
56,9,"Cidade Nova, Macapá",120 ,2,2,1,,,83 2021 Imóvel residencial em alvenaria de 02 dois pavimentos construído sob lote medindo 7 5 de frente por 16 00m de fundos totalizando 120 00m² murado coberto com telhas,Comum,1,100000
57,10,"Lagoa Azul, Macapá",625 ,,,,,,Excelente terreno urbano localizado na zona norte de Macapá no bairro Morada Das Palmeiras com 02 duas frentes para as avenida das oliveiras e avenida das Limas medindo 12 5 d,Comum,1,150000
58,11,"Rodovia Juscelino Kubitschek, Jardim Marco Zero",180 ,3,4,2,,400,Vende se uma Excelente casa recém construído próximo ao Amapá Gardem Unifap Atacadão Lugar de muito verde bons ventos e tranquilidade SOMENTE VENDA Rod JK Ramal dos Promotor,Destaque,1,600000
59,12,"Rodovia Juscelino Kubitschek, Universidade",70 ,3,2,1,,,Construtora Urbix Incorporadora Metragem 55 92m² e 69 87m² Torres 4 Torres Quartos 2 quartos sendo 1 suíte e 3 quartos sendo 2 suítes Banheiros 2 incluso a suíte,Comum,1,378000
60,13,"Rodovia Juscelino Kubitschek, Universidade",100 ,2,3,1,300,,Portal do Sol Zona Sul Área do terreno 250m2 Área construída 100m2 Casa térrea com sala de estar jantar cozinha fechada com acesso à área de serviço 1 suíte 1 quarto,Comum,1,380000
61,14,"Santa Rita, Macapá",50 ,,1,,,,19 2020 Sala comercial no 04 quarto andar do Edifício Macapá Office Center com 50 99 m² com vista para a Rua Jovino Dinoá Dispondo de ampla sala e lavabo,Comum,1,232000
62,15,"Zerão, Macapá",250 ,2,1,,,,172 2013 Imóvel residencial em construção mista alvenaria e madeira todo murado coberto com telhas de fibrocimento e piso lajotado contendo as seguintes dependências sala d,Destaque,1,90000
63,16,"Universidade, Macapá",9722 ,,,,,,64 2021 Grande consumidor aí está uma oportunidade ímpar para vc produzir sua própria energia Terreno com quase 10 000 m2 documentado e com a linha de transmissão sobre ele I,Comum,1,1200000
64,17,"Avenida Mãe Luzia, Juliao Ramos",1200 ,,,5,,,Próximo ào atacadao maraca TITULADOIdeal pra comércio galpão loja igreja etc,Comum,1,800000
65,18,"Avenida Décima Oitava, Marabaixo",170 ,2,3,3,,,Imóvel disponível para VENDA no bairro Marabaixo 3 Características do imóvel Piscina 2 quartos 1 suíte 1 banheiro Garagem para 3 carros Sala de estar Cozinha,Comum,1,200000
66,19,"Muca, Macapá",300 ,3,2,2,,,45 2022 Imóvel com excelente localização entre as Ruas Hildemar Maia e Santos Dumont garagem coberta para até 02 dois veículos sala de estar jantar escritório copa cozinh,Comum,1,340000
67,20,"Rodovia Juscelino Kubitschek, Universidade",219 ,3,4,3,,,Casa residencial em alvenaria de um 01 pavimento coberta com telha de barro forro em madeira piso em cerâmica garagem para três 03 carros pátio varanda Três quartos Três,Destaque,1,360000
68,21,"Avenida dos Bacuris, Loteamento Açaí",110 ,2,1,2,,,Casa residencial em alvenaria de um 01 pavimento coberta com telha de barro forro de madeira piso em cerâmica com uma área de construída de 110 00m² contendo as seguintes de,Destaque,1,300000
69,22,"Rua Miguel Rodrigues Bittencourt, Cabralzinho",280 ,5,6,2,280,2000,Residencial Parque Novo Mundo Zona Oeste Casa duplex de alto padrão com projeto contemporâneo construído em lote de frente para o nascente Área do terreno 275m² Área cons,Destaque,1,1400000
70,23,"Santa Rita, Macapá",61 ,,1,,,,19 2020 Sala comercial no 04 quarto andar do Edifício Macapá Office Center com 61 62 m² com vista para a Rua Jovino Dinoá Dispondo de ampla sala e lavabo,Destaque,1,280000
71,24,"Marabaixo, Macapá",200 ,,,,,,Oportunidade de Morar em excelente localização apenas 10 minutos do centro Novo e Pronto para Morar Condomínio Bennet Ville em Macapá Venda sem Burocracia Lote a partir de R 1,Comum,1,150000
72,1,"Avenida Coronel Teixeira, Ponta Negra",66 - 88 ,2 - 3,2 - 3,1,,,Pronto para morar ao lado do Shopping Ponta Negra no melhor da região Piscina churrasqueira fitness salão de festas quadra esportiva segurança 24 horas,Pronto para morar,1,340000
73,2,"Avenida Coronel Teixeira, Ponta Negra",36 - 49 ,1 - 2,1,1,,,A região da Ponta Negra é um dos pontos mais nobres e valorizados de Manaus E é exatamente onde está localizado o Estilo Ponta Negra No empreendimento você estará ao lado do Sho,Pronto para morar,1,
74,3,"Rua Fulvio Pennanchi, Planalto",38 - 43 ,1 - 2,1,1,,,Lazer equipado Previsão para medição de água individualizada Preparação para Wi fi nas áreas de lazer Sistema de segurança ECO Coleta seletiva Portas Especiais Pomar Bicicle,Na planta,1,176490
75,4,"Rua José Ferreira Nonato, Alvorada",59 ,2,2,1,,,Condominio Residencial Parque Alvorada 3 torres de 9 andares 4 apartamentos por andar com área privativa de 59 86m² cada Total de 108 Apartamentos Apartamentos com 2 quartos s,Super destaque,1,312000
76,5,"Ponta Negra, Manaus",70 ,2,3,1,,,A casa de condomínio no bairro Ponta Negra possui 70 metros quadrados com 2 quartos sendo 2 suites e 3 banheiros Possui academia área verde de jardim playground salão de festas,Super destaque,1,343050
77,6,"Rua Bernardo de Vasconcelos, Centro",89 ,2,2,,,,O apartamento no bairro Compensa com 89 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui espaço gourmet Vai lhe possibilitar curtir os dias mais quentes na piscin,Super destaque,1,255000
78,7,"Avenida Jacira Reis, Dom Pedro I",90 ,3,2,2,,,Residencial Jacira Reis Condomínio fechado Lançamento de 12 Unidades a Partir de 330 MiL em Condomínio Fechado de Alto Padrão Na Jacira Reis Casas térreas e Duplex em Condomí,Comum,1,350000
79,8,"Avenida Jacira Reis, Dom Pedro I",90 ,3,2,2,,,Residencial Jacira Reis Condomínio fechado Lançamento de 12 Unidades a Partir de 330 MiL em Condomínio Fechado de Alto Padrão Na Jacira Reis Casas térreas e Duplex em Condomí,Comum,1,350000
80,9,"Avenida Jacira Reis, Dom Pedro I",90 ,3,2,2,,,Residencial Jacira Reis Condomínio fechado Lançamento de 12 Unidades a Partir de 330 MiL em Condomínio Fechado de Alto Padrão Na Jacira Reis Casas térreas e Duplex em Condomí,Comum,1,350000
81,10,"Avenida Rio Guamá, Nossa Senhora das Graças",161 ,4,5,2,1300,1506,Cond Portinari Vieiralves 161m² 04 quartos 02 Suítes INFORMAÇÕES DETALHADAS DO IMÓVEL Temos vídeo de tour virtual do apartamento solicite via whatsapp Condomí,Destaque,1,600000
82,11,"Rua Jorge Luiz Milani, Da Paz",46 ,2,1,1,,,Smart Flores PRONTO PRA MORAR Apartamento com 2 quartos 42m² 4o andar Condomínio fechado Segurança 24hs Piscina Adulto e Infantil Salão de Festas Playground,Comum,1,195000
83,12,"Rua Empédoles, Jorge Teixeira",75 ,3,3,2,,,Casa no bairro Cidade de Deus atrás do BARATÃO da CARNE Plantão ONLINE what 9 9150 37 54 São duas casas no mesmo terreno no cidade de Deus Casa da frente São 2 quartos sendo,Comum,1,130000
84,13,"Rua Goiás, Flores",74 ,3,2,2,600,500,The Club 03 Quartos 02 vagas Parque das laranjeiras INFORMAÇÕES DO IMÓVEL Condomínio The Club Endereço R Goiás 28 Flores Manaus AM 69058 411 Próx à,Destaque,1,490000
85,14,"Travessa Bário, Vila da Prata",210 ,4,3,2,,,Vendo casa no Bairro Vila da Prata próxima ao CIGS Campo de Futebol praças padarias igrejas Supermercados escolas mercadinhos e à 10 minutos do centro A casa é Duplex com,Comum,1,270000
86,15,"Rua Goiás, Flores",74 ,3,2,2,,,Condomínio The Club 3 dormitórios 1 suíte 74 metros quadrados 4º andar nascente 2 vagas de garagem cobertas 100 mobiliado Valor 445 000 00 Taxa de,Comum,1,445000
87,16,"Rua Álvaro Maia, Alvorada",261 ,3,1,2,,,Casa 3 quartos sendo 2 suítes no Alvorada I ASSISTA O VÍDEO DESTE IMÓVEL NO YOUTUBE Sugestão Siga no canal no YouTube e Instagram e tenha acesso a diversos imóveis do mercado i,Comum,1,290000
88,17,"Novo Aleixo, Manaus",80 ,2,2,2,,,CaCasa no novo aleixo com qualidade e preço justo CASA COM Sala de estar e jantar 02 quartos sendo 1 suite Cozinha Área de serviço coberta Garagem para 02 carros AC,Destaque,1,180025
89,18,"Avenida Jacira Reis, Dom Pedro I",154 ,3,1,2,,,CONDOMÍNIO JACIRA REIS Divulgue seu imóvel conosco COMPRE VENDA ALUGUE FINANCIE Jonny Augusto Jr 092 9918 ver número INFORMAÇÃO DA CASA Casas térrea com 90 m²,Comum,1,380000
90,19,"Rua Jequitibá Grande, Monte das Oliveiras",45 ,2,1,1,,,Casa Monte das Oliveiras R Carnauba Monte das Oliveiras Manaus AM 69093 105 Com 2 quartos 1 Banheiro 1 Vaga Cozinha americana Sala Terreno 5x11 55m2 Área privativa 5,Comum,1,100000
91,20,"Rua Faisão, Santa Etelvina",72 ,1,1,1,,,Ponto Comercial todo na laje R Beija Flor Rio Piorini Manaus AM 69015 685 Com 1 quarto e banheiro dentro Terreno 8m x 16m Ponto Comercial na laje 4 5m x 16m Valor,Comum,1,85000
92,21,"Rua Espanha, Flores",100 ,3,1,3,,,A casa no bairro Flores tem 100 metros quadrados com 3 quartos sendo 1 suite e 1 banheiro,Destaque,1,265000
93,22,"Travessa Sanhaçu, Monte das Oliveiras",70 ,2,2,1,,,Vende se uma casa 2 quartos no Monte das Pascoal Cep Descrição 2 quartos sendo suíte Garagem cozinha varanda e área atrás Rua sanhaçu Monte Pascoal Próximo a Avenida dos,Comum,1,65000
94,23,"Rua Peruíbe, Cidade Nova",90 ,3,2,2,,,Casa no conjunto Galileia 92 9 9 2 7 7 9 4 8 3 ligações e WhatsApp Terreno 8x20 Casa 3 dormitórios 1 sala de estar 1 sala de jantar Cozinha grande com banheiro social e área de s,Comum,1,165003
95,24,"Avenida Max Teixeira, Cidade Nova",85 ,3,3,2,380,,Smile cidade nova Localização av max texeira Area de lazer piscinas quadras academia e muito mais Tipologia 85m2 3 quartos sendo 1 suíte 2 vagas Sala de est,Comum,1,352000
96,1,"Rua Doutor Genésio Salles, Vila Laura",61 - 89 ,2 - 3,2 - 3,1 - 2,,,O melhor da Vila Laura para você Escolha mais conforto segurança lazer e bem estar no maior empreendimento da Vila Laura Próximo ao Shopping Bela Vista e à estação de metrô Ace,Na planta,1,387480
97,2,"Rua Parambu, Santa Teresa",58 ,2,2,1,,,Residencial Santorini BRF Realizações Jardim Santa Tereza próximo ao Metrô Supermercado Extra e Shopping Horto Bela Vista 2 4 com 58m2 Varanda e Suíte com espaço para Cl,Pronto para morar,1,395000
98,3,"Rua Parambu, Santa Teresa",61 - 70 ,2 - 3,2 - 3,1,,,Residencial Mykonos BRF Realizações Jardim Santa Tereza próximo ao Metrô Supermercado Extra e Shopping Horto Bela Vista 3 4 com 70m2 Varanda Suíte com espaço para Closet,Em construção,1,388000
99,4,"Avenida Paulo VI, Pituba",360 ,4,5,4,,1300,Excelente casa moderna ótima localização dois ambientes de sala Situada na Pituba próximo a shopping center colégio faculdade e supermercado metrô com facilidade de acesso,Super destaque,1,1390000
100,5,"Rua Rodrigo Argollo, Rio Vermelho",80 ,2,3,2,664,85,2 quartos sendo uma suíte living circulação sanitário social cozinha área de serviço sanitário e quarto de empregada 2 vagas de garagem soltas Ventilado Corretores de I,Super destaque,1,350000
101,6,"Caminho Das Árvores, Salvador",2106 ,,30,204,,,Localizado na avenida Tancredo Neves este prédio comercial dispõe de 17 pavimentos totalizando uma área total construída 11 681 42 m² e área privativa de 6 901 94 distribuídos d,Super destaque,1,52000000
102,7,"Jardim das Margaridas, Jardim das Margaridas",165 ,3,2,2,,,ATENDIMENTO LARISSA SOUZA Watts OS LIGAÇÃO 71 9 94 01 65 46 CONQUISTE HOJE O SUA CASA E SAIA IMEDIATAMENTE DO ALUGUEL IMÓVEL ESCRITURADO FÁCIL ACESSO 3 QUARTOS 2 BANH,Comum,1,100000
103,8,"Rua Doutor Eduardo Dotto, Paripe",150 ,3,2,1,,,JOÃO SANTOS 71 9 86 27 21 56 Número para Contatos CHEGOU A HORA DEE VOCÊ REALIZE SEU GRANDE SONHO DA SUA CASA PRÓPRIA PARA INFORMAÇÕES COM MAIS URGÊNCIA ME CHAMA NO WH,Comum,1,110000
104,9,"Rua José Estanislau de Santana, Plataforma",160 ,3,3,1,,,João Santos 71 9 86 27 21 56 WhatsApp ou ligação CHEGOU A HORA DEE VOCÊ REALIZE SEU GRANDE SONHO DA SUA CASA PRÓPRIA PARA INFORMAÇÕES COM MAIS URGÊNCIA ME CHAMA NO WHATS,Comum,1,100000
105,10,"Federação, Salvador",145 ,3,3,2,,,Venha adquirir seu imóvel com as melhores condições do mercado CASA NA FEDERAÇÃO Entrada de 9 000 Parcelas de 500 Utilize seu FGTS Faça sua simulação Imóvel acab,Comum,1,70000
106,11,"Rua 1º de Janeiro, Paripe",80 ,3,2,1,,,A casa no bairro Paripe com 80 metros quadrados com 3 quartos e 2 banheiros Possui espaço gourmet Espaço reservado para preparar o seu churrasco ENTRADA INICIAL 10 000 PARCELAS,Comum,1,100000
107,12,"Cabula, Salvador",120 ,3,2,2,,,Atendimento Beatriz Silva 71 82 80 64 75 watts ou ligação Financiamos para todos Utilize seu FGTS Entrada pode ser parcelado 10x Trabalhando com todos Bancos Parcelas e entrada,Comum,1,90000
108,13,"Alameda Praia do Flamengo, Stella Maris",62 ,3,2,1,,,71 9 85 00 19 95 A casa está localizado no bairro Stella Maris Atendimento Luan Andrade Ligação OPORTUNIDADE Entre em contato e faça sua proposta aceito proposta Parcelamento,Comum,1,127000
109,14,"Caminho 09-Setor 03, Cajazeiras X",80 ,2,2,1,,,A casa no bairro Cajazeiras X possui 80 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui espaço gourmet lareira Vai lhe possibilitar todo o conforto do ar condic,Comum,1,120000
110,15,"Rua Henrique Dias, Bonfim",100 ,3,2,1,,,Casa com boa localização dispõe de sala ampla está localizado no bairro Bonfim tem 100 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros garagem para 2 carros cozinha,Comum,1,135000
111,16,"Rua Camuripeba, Piatã",70 ,2,2,1,380,179,SEU BELO APARTAMENTO COM VARANDÃO PRÓXIMO DA ORLA DENTRO DE LOTEAMENTO FECHADO Seu amplo apartamento com 70m² totalmente nascente varanda ampla dois quartos sendo 1 suíte v,Destaque,1,305000
