,Posição,Endereço,Área,Quartos,Banheiros,Vagas,Condomínio,IPTU,Descrição,Status,Página,Preço
32,9,"Rua João Canuto da Silva, Cruz das Almas",63 ,1,1,1,,,"Maravilhoso apartamento na Cruz das Almas com excelente padrão de acabamento, infraestrutura completa de lazer (Salão de festa Gourmet, Piscina de Raia, Playground, Espaço Grill co...",Destaque,1,443312
33,10,"Avenida Menino Marcelo, Serraria",69 ,3,2,1,450,717,"Senhores,   Visite-nos no endereço eletrônico: portelamczimoveis, para obter maiores detalhes.  Empreendimento localizado no bairro da Serraria, em região central da cidade, com ex...",Comum,1,215000
34,11,"Rua Antônio Moraes Costa, Feitosa",63 ,3,1,1,380,907,"Senhores,   Visite-nos no endereço eletrônico: portelamczimoveis, para obter maiores detalhes.  Empreendimento localizado no Feitosa, em bairro central da cidade, com acesso rápido...",Destaque,1,205000
35,12,"Condomínio Recanto das Cores, Benedito Bentes",120 ,3,1,1,85,630,Corretor de Imóveis JLisboa Creci 5141 - e whats   A casa de condomínio está localizado no bairro Benedito Bentes tem 120 metros quadrados com 3 quartos e 1 banheiro Possui academi...,Destaque,1,160000
36,13,"Ponta Verde, Maceió",80 ,3,2,1,670,,"Excelente localização, está localizado no bairro Ponta Verde tem 80m2, com 3 quartos e 2 banheiros, varanda, ventilado.  Possui piscina ,salão de festas e loja de conveniência.  Ag...",Comum,1,350000
37,14,"Avenida General Luiz de França Albuquerque, Guaxuma",145 ,3,4,3,800,,"O apartamento está localizado no bairro Guaxuma tem 145 metros quadrados com 3 quartos sendo 2 suites e 4 banheiros Possui academia, espaço para festas, espaço gourmet, jardim, áre...",Destaque,1,1780000
38,15,"Cidade Universitária, Maceió",180 ,3,2,2,,,"Vendo casa com 3 quartos, 2 salas, cozinha em L, quintal com área uma parte coberta, onde foi feito uma extensão da cozinha e outra parte descoberta com algumas plantas, possui var...",Comum,1,320000
39,16,"Avenida Comendador Gustavo Paiva, Mangabeiras",53 ,,,,800,,Excelente Consultório Odontológico todo equipado e em pleno funcionamento pronto para atendimento no Edifício Norcon Empresarial em frente ao Maceió Shopping.  DESCRIÇÃO: SALA: Rec...,Destaque,1,440000
40,17,"Ponta Verde, Maceió",66 ,2,2,2,490,,"Acabamento feito com lindos detalhes, apartamento todo no porcelanato de 1.20 x 62, mobília planejada, móveis planejados em todos os ambientes, belíssimo projeto de iluminação e lo...",Destaque,1,550000
41,18,"Avenida Enfermeira Noraci Pedrosa, Antares",67 ,3,2,1,250,1042,"Olá, meu dono! tudo bem com você? Seja bem vindo ao seu novo lar!  Sou o Porto Alegre, um apartamento localizado no Antares próximo ao Shopping Pátio, estou pronto para oferecer o...",Comum,1,190000
42,19,"Rua Carlos Gomes da Silva, Jatiúca",134 ,3,4,3,600,,Excelente apartamento novíssimo prédio novo com 3 suites sala cozinha área de serviço sala de jantar varanda área de lazer completa mais informações: Cicero Minervino,Destaque,1,926000
43,20,"Rua Ana Emília de Alencar, Santo Amaro",250 ,4,1,,,,"Casa no Santo Amaro com 2 casas interligada dentro (1 no primeiro andar e outra nos fundos). A primeira casa: Com 4 quartos, sala, cozinha, 1 banheiro, cozinha. A segunda casa (nos...",Comum,1,200000
44,21,"Avenida Doutor Sebastião Correia da Rocha, Tabuleiro do Martins",50 ,2,2,1,300,792,"VENDO apartamento no Res. Allegro, na Av. Dr. Sebastião Correia da Rocha, bairro Petrópolis/Tabuleiro do Martins (Próximo a Carajás), Maceió - AL.  O apartamento possui:  Sala de e...",Comum,1,200000
45,22,"Rua Hélio Pradines, Ponta Verde",117 ,3,3,2,800,,"Apartamento todo nascente , são 117 metros quadrados divididos da seguinte forma: 3 quartos , sendo uma suíte master e 2 Suites reversível, dependência de empregada , cozinha e dua...",Comum,1,670000
46,23,"Condomínio Village das Fontes, Benedito Bentes",65 ,2,1,1,,,"Apto todo reformado, com piso porcelonato, 02 quartos, com opçao de fazer o terceiroo, pois de um foi feito um closet, apto com todos os moveis planejados, os fixo ficarão todos, c...",Destaque,1,180000
47,24,"Avenida Deputada Selma Bandeira, Antares",51 ,2,2,1,,,O apartamento no bairro Antares possui 51 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Corretor de imóveis Reginaldo Creci 6211 GA Imóveis Realizando Sonhos  Apto nov...,Destaque,1,170000
48,1,"Alameda das Estrelas, Muruci Fazendinha",332 ,,,,350,,"Lotes medindo mais de 332,00m²  em excelente localização dentro do empreendimento,  Qd 22 e outra esquina na av principal.  Verana Macapá fica situado na Rod JP, antiga Rod JK em f...",Super destaque,1,250000
49,2,"Rodovia Juscelino Kubitschek, Universidade",219 ,3,1,3,,,"Casa residencial em alvenaria de um(01) pavimento, coberta com telha de barro, forro em madeira, piso em cerâmica, garagem para três (03) carros, pátio, varanda. Três quartos  Uma...",Destaque,1,360000
50,3,"Avenida Três de Abril, Muruci Fazendinha",208 ,2,3,2,,,"Casa na zona sul. Situada na Rua 3 de abril, 101 Vale verde/ Murici, Bem em frente a expofeira Bairro   às margens da Rodovia JK. Casa toda em alvenaria com 208 mt2 de área constru...",Destaque,1,180000
51,4,"Rodovia Juscelino Kubitschek, Universidade",219 ,3,1,3,,,"Casa residencial em alvenaria de um(01) pavimento, coberta com telha de barro, forro em madeira, piso em cerâmica, garagem para três (03) carros, pátio, varanda. Três quartos  Uma...",Destaque,1,360000
52,5,"Avenida dos Bacuris, Loteamento Açaí",110 ,2,1,2,,,"Casa residencial em alvenaria de um (01) pavimento, coberta com telha de barro, forro de madeira, piso em cerâmica, com uma área de construída de 110,00m², contendo as seguintes de...",Destaque,1,300000
53,6,"Alameda Abil, Brasil Novo",120 ,3,3,3,,,A casa de vila no bairro Brasil Novo possui 120 metros quadrados com 3 quartos sendo 3 suites e 3 banheiros,Comum,1,70000
54,7,"Rodovia Juscelino Kubitschek, Jardim Marco Zero",180 ,3,4,2,,400,"Vende-se uma Excelente casa recém construído próximo ao Amapá Gardem, Unifap, Atacadão, Lugar de muito verde, bons ventos e tranquilidade. SOMENTE VENDA. Rod.JK, Ramal dos Promotor...",Destaque,1,600000
55,8,"Rodovia BR-210, Lagoa Azul",110 ,3,1,2,,,"Casa residencial em alvenaria de um pavimento, coberta com telha de barro, forro de pvc, piso em porcelanato, contendo as seguintes dependências: garagem para dois (02) carros, sal...",Destaque,1,420000
56,9,"Avenida dos Bacuris, Loteamento Açaí",110 ,3,1,2,,,"Casa residencial em alvenaria de um (01) pavimento, coberta com telha de barro, forro de madeira, piso em cerâmica, com uma área de construída de 110,00m², contendo as seguintes de...",Comum,1,300000
57,10,"São José, Macapá",,,,,,,É com muita honra que apresentamos o mais novo Condomínio da Zona Oeste de Macapá. Com a parceria da PH Imóveis e Construções e as empresas Bianchi Imóveis e BM Construções e Incor...,Destaque,1,60000
58,11,"Central, Macapá",203 ,3,1,2,,,"Casa rural na comunidade do Abacate da Pedreira a 40 minutos da capital, localizado na rodovia AP 70. Terreno medindo 48,00m de frente por 38,00m de fundos totalizando uma área de...",Destaque,1,350000
59,12,"Marabaixo, Macapá",75 ,2,1,1,150,,"Imóvel com as seguintes dependências: 2 suítes, wc social, sala estar e jantar, cozinha americana, área de serviço, quintal, 75,00m2 de área construída, localizada no Residencial M...",Comum,1,270000
60,13,"Alameda Nona, Boné Azul",96 ,2,1,2,,,"Código na caixa: 00000010005667  2 quartos, 2 Vagas na Garagem, área de serviço, suite, sala, cozinha.Mat. 21.659, valor base ITBI = R$ 145.860,00. Laudo menciona 2 vgs de garagem...",Comum,1,130626
61,14,"Rua Caubi Sérgio Melo, Renascer",57 ,2,2,1,353,,"Apartamento residencial situado no condomínio Barcelona, prédio com elevador.  contendo:  garagem coberta fixa sala de estar/jantar,  um quarto,  uma suíte, cozinha com armários pl...",Comum,1,280000
62,15,"Rua Luis Azarias Neto, Zerão",200 ,3,2,,,,"Casa, Ponto Comercial e kitnet no bairro Zerao, Situado Na Rua Luiz Azarias. Possuí estrutura para o segundo pavimento.  Casa: * Garagem * 02- Quartos * Banheiro Social * Sala de E...",Comum,1,190000
63,16,"Avenida das Bacabas, Infraero",100 ,3,2,,,,"Repasse casa no bairro Açaí, faltam 273 prestações de 1296 reais.contendo as seguintes acomodações: ✓03 quartos, sendo uma suíte com closet  ✓01 banheiro social. ✓01 sala de visita...",Comum,1,100000
64,17,"Rua Pastor Deocleciano Cabralzinho de Assis, Jardim Marco Zero",200 ,8,8,,,,"Vila com 08(oito) apartamentos, todos devidamente Alugados, com renda mensal de R$4000(quatro mil reais), situado: Rua Pastor Diocleciano Cabralzinho de Assis, Bairro Jardim Marco...",Destaque,1,300000
65,18,"Travessa Quarta, Universidade",300 ,4,3,3,,,"A casa no bairro Universidade possui 300 metros quadrados com 4 quartos e 3 banheiros ZONA SUL,  ÔNIBUS NA PORTA; ESCOLAS MINICIPAL, ESTADUAL PRÓXIMO UNIVERSIDADE FEDERAL AO LADO C...",Destaque,1,600000
66,19,"Rodovia Curiau, Jardim Felicidade",300 ,,,,,,"Lote urbano medindo 10,00m pela frente, 30,00m pelos fundos, totalizando 300,00m², esta murado parcialmente, rua não asfaltada.  Obs: apto ao financiamento   AGENDE A SUA VISITA  I...",Comum,1,55000
67,20,"Avenida Ceará, Pacoval",130 ,2,3,,,,"Casa no Bairro PACOVAL, na Av Ceará entre Leopoldo Machado e e Jovino Dinoa, construída toda em Alvenaria, Edificada em terreno 15x30, piso em porcelanato, portas de madeira de Lei...",Comum,1,280000
68,21,"Avenida José Araguarino de Mont'Alverne, Congós",150 ,3,3,,,,"Casa com Piscina em Alvenaria na 4°Av dos Congos, Edificada en terreno 12x25. Contendo as seguintes dependências: * Garagem pra 03 carros  * Sala de Estar *Sala de jantar  * Cozinh...",Comum,1,250000
69,22,"Rua Odilardo Silva, Juliao Ramos",107 ,3,2,2,,,Excelente imóvel à venda  Disponível para pagamento à vista   ANALISAMOS PROPOSTA   Terreno 12x30 poente  107m2 de área construída  2 vagas de garagem coberta  Pátio  Sala de estar...,Comum,1,220000
70,23,"Rua Yasmin dos Santos Brito, Infraero",140 ,2,3,1,,,"Vende-se casa no bairro Infraero 2, situada: Rua Yasmin dos Santos Brito, Edificado em terreno 10x30, portão eletrônico, poço artesiano, caixa d'água. Contendo as seguintes acomoda...",Destaque,1,250000
71,24,"Rua Vicente Raimundo Alves, Universidade",120 ,3,2,6,,170,"Vendo lindo imóvel na Zona Sul, titulado, registrado e apto para financiamento. Casa localizada a 3km do shopping Garden, Atacadão, Supermercado Fortaleza, UNIFAP e Estádio Zerão....",Destaque,1,350000
72,1,"Avenida Coronel Teixeira, Ponta Negra",66 - 88 ,2 - 3,2 - 3,1,,,"Pronto para morar ao lado do Shopping Ponta Negra, no melhor da região!Piscina, churrasqueira, fitness, salão de festas, quadra esportiva, segurança 24 horas",Pronto para morar,1,340000
73,2,"Rua Fulvio Pennanchi, Planalto",38 - 43 ,1 - 2,1,1,,,"Lazer equipado, Previsão para medição de água individualizada, Preparação para Wi-fi nas áreas de lazer, Sistema de segurança ECO, Coleta seletiva, Portas Especiais, Pomar, Bicicle...",Na planta,1,176490
74,3,"Avenida Coronel Teixeira, Ponta Negra",36 - 49 ,1 - 2,1,1,,,"A região da Ponta Negra é um dos pontos mais nobres e valorizados de Manaus. E é exatamente onde está localizado o Estilo Ponta Negra. No empreendimento, você estará ao lado do Sho...",Pronto para morar,1,
75,4,"Avenida Ephigênio Salles, Aleixo",494 ,3,5,4,1300,3429,Casa disponível para locação ou venda no condomínio Ephigênio Salles  A Casa com estilo Rústico em 2 Pavimentos  Terreno com área total de 800m² Casa com área total construída de 4...,Super destaque,1,3700000
76,5,"Avenida do Turismo, Ponta Negra",275 ,3,2,2,,,Casa Térrea com lote de 275m² Em seu interior conta com 03 quartos sendo 02 suítes (uma das suítes com closet e banheira) Cozinha americana com modulados e sala de estar ampla + ja...,Super destaque,1,750000
77,6,"Centro, Manaus",80 ,,6,8,,11000,"com estacionamento para 18 vagas, principal avenida do centro da cidade, próximo à pontos de ônibus e terminal.",Super destaque,1,1800000
78,7,"Rua Cachoeira do Niágara, Novo Aleixo",49 ,2,1,1,240,,"O apartamento está localizado no bairro Novo Aleixo tem 49 metros quadrados com 2 quartos sendo 1 suite e 1 banheiro Possui academia, espaço gourmet, área verde de jardim, área de...",Comum,1,237600
79,8,"São Jorge, Manaus",350 ,3,2,3,,,"IMÓVEL PRONTA PRA MORAR! INCRÍVEL OPORTUNIDADE!  Casa com 03 quartos, sendo 02 banheiros, 1 suíte, área de lazer com churrasqueira, sala de estar e sala de jantar, em fino acabamen...",Destaque,1,150000
80,9,"Avenida Coronel Teixeira, Ponta Negra",49 ,2,2,1,450,,"Estilo Ponta Negra - 49 m², 02 Qts R$ 245 Mil Na Planta  02 Dormitórios Á Partir R$ 245 mil 01 Dormitório Á Partir R$ 232 Mil Entrada em até 46x Itbi e Registro parcelados até 36x...",Destaque,1,245000
81,10,"Flores, Manaus",80 ,3,2,2,,,"CASA PRÓXIMO A NILTON LINS   - No Parque das Nações  CASA COM: - Sala de estar e jantar - 03 quartos, sendo 1 suite - Cozinha - Área de serviço coberta - Garagem para 02 carros - Q...",Destaque,1,265001
82,11,"Rua Angélica Motta, Parque Dez de Novembro",57 ,2,2,1,350,,"Predilleto Parque Dez, 57 M², 3Qts Pronto para Morar!  está disponível pra comercialização.   03 Dormitórios: R$320.000,00 financiado  03 Dormitórios: R$300.000,00 à vista (que é a...",Destaque,1,300000
83,12,"Avenida Torquato Tapajós, Colônia Terra Nova",45 ,2,1,,,,"Vendo apartamento apto à financiamento no condomínio Conquista, estrutura padrão e com 02 dormitórios, uma completa área de lazer ! Agende hoje uma visita, corretora Lenice Alencar...",Destaque,1,172000
84,13,"Rua Anúbis, Jorge Teixeira",225 ,2,1,3,,,"Vendo essa casa no Santa Inês.  2 quartos sendo um suíte.  Sala para dois ambientes.  Cozinha com bancada de mármore.  Toda forrada, na cerâmica.  Toda murada. Terreno 9 x 25 murad...",Destaque,1,95000
85,14,"Rua Cachoeira do Niágara, Novo Aleixo",50 ,2,1,1,320,,"RESIDENCIAL ESTILO GOLF  Empreendimento assegurado e financiado até 90% com a CAIXA, no qual você começa a pagar o financiamento somente após receber o imóvel.   Localizado na Rua...",Comum,1,237600
86,15,"Rua Cachoeira do Niágara, Novo Aleixo",49 ,2,2,1,350,,"Apto Estilo Golf, 49m², 1 vg, R$ 224 Mil, Na Planta, Aleixo  2 dormitórios: R$ 224.000,00  Localização: Av. das Torres,  Unidades de 2 dormitórios sendo 1 suíte, 02 Banheiros,  01...",Destaque,1,224000
87,16,"Zumbi dos Palmares, Manaus",250 ,3,2,2,,,"IMÓVEL PRONTA PRA MORAR! APROVEITE A OPORTUNIDADE!  Casa com 03 quartos, sendo 02 suítes, área de lazer com piscina e churrasqueira, sala de estar e sala de jantar, em fino acabame...",Comum,1,80000
88,17,"São José Operário, Manaus",250 ,3,2,3,,,"IMÓVEL PRONTA PRA MORAR! APROVEITE A OPORTUNIDADE!  Casa com 03 quartos, sendo 02 suítes, área de lazer com piscina e churrasqueira, sala de estar e sala de jantar, em fino acabame...",Comum,1,80000
89,18,"Alvorada, Manaus",300 ,3,3,3,,,Casa a venda no alvorada  - 3 quartos sendo 2 suítes - 3 banheiros - Sala de estar - Sala de jantar - Garagem para dois carros - Piscina   LOCALIZAÇÃO E VISITAS SOMENTE COM O RESPO...,Comum,1,150000
90,19,"Rua Acajá, Flores",200 ,3,2,4,,150,A casa de condomínio no bairro Flores possui 200 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros Possui espaço jardinado. Vai lhe possibilitar desfrutar de seu próprio...,Destaque,1,380000
91,20,"Flores, Manaus",70 ,2,2,2,,,"Casa bem localizada em condomínio fechado  Localizada no Parque das Laranjeira   Valor de venda 270 Mil  SOMENTE A VISTA   CASA COM:  * 02 quartos, sendo 1 suíte * Sala  * Cozinha...",Destaque,1,270863
92,21,"Rua Barro Amarelo, Cidade Nova",150 ,3,2,3,,,"Linda casa na cidade nova, núcleo 3, toda na telha de barro, próximo da panificadora Cerpan, Shopping Sumaúma 5 minutos, excelente acabamento, toda no forro de pcv e gesso, blindex...",Destaque,1,340000
93,22,"Novo Aleixo, Manaus",250 ,3,3,3,,,"IMÓVEL PRONTA PRA MORAR! APROVEITE A OPORTUNIDADE!  Casa com 03 quartos, sendo 02 suítes, área de lazer com piscina e churrasqueira, sala de estar e sala de jantar, em fino acabame...",Comum,1,150000
94,23,"Raiz, Manaus",250 ,3,2,3,,,"IMÓVEL PRONTA PRA MORAR! APROVEITE A OPORTUNIDADE!  Casa com 03 quartos, sendo 02 suítes, área de lazer com piscina e churrasqueira, sala de estar e sala de jantar, em fino acabame...",Comum,1,150000
95,24,"Avenida Coronel Teixeira, Ponta Negra",49 ,2,2,1,300,,"O apartamento no bairro Ponta Negra tem 49 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço gourmet, área de brinquedo para as crianças, sa...",Comum,1,267000
96,1,"3ª Travessa Paripiranga, Bairro da Paz",53 - 71 ,2 - 3,2,1,,,"Pronto para morar pertinho da praia!Pronto para morar pertinho da praia, de shoppings e faculdades. Acesso pela orla ou pela nova Av. Orlando Gomes",Pronto para morar,1,
97,2,"Rua Doutor Genésio Salles, Vila Laura",61 - 89 ,2 - 3,2 - 3,1 - 2,,,"O melhor da Vila Laura para você. Escolha mais conforto, segurança, lazer e bem estar no maior empreendimento da Vila Laura. Próximo ao Shopping Bela Vista e à estação de metrô Ace...",Na planta,1,387480
98,3,"Rua Parambu, Santa Teresa",58 ,2,2,1,,,"Residencial Santorini – BRF Realizações  Jardim Santa Tereza, próximo ao Metrô, Supermercado Extra e Shopping Horto Bela Vista.  2 / 4 com 58m2, Varanda, e Suíte com espaço para Cl...",Em construção,1,395000
99,4,"Rua Ismael de Barros, Federação",50 ,1,1,2,590,1168,"O apartamento está localizado no bairro Federação com 50 metros quadrados com 1 quarto e 1 banheiro Possui academia, espaço gourmet, espaço jardinado, área de recreação infantil, s...",Super destaque,1,415000
100,5,"Barra, Salvador",211 ,4,6,3,1600,450,"Apartamento á venda, quatro quartos, Barra, Morro do Gato, Salvador/BA  Este charmoso apê com 211 m² tem varandão com vista panorâmica para o mar da Barra, quatro suítes, sala ampl...",Super destaque,1,1200000
101,6,"Stella Maris, Salvador",86 ,2,2,1,,,#Corretor de imóveis: Giancássio Fialho #CRECI: 18.929   ZAP  Telefone abaixo.Nao costumo responder o chat da OLX fale de preferência via ZAP.  #Telefone: de preferência whatsapp...,Super destaque,1,350000
102,7,"Rua Cícero Simões, Pituba",147 ,2,4,3,1050,250,"Cod: 886p  Oportunidade!  Aptº com 147m², sendo 2 Suítes (uma com Closet), Ventilado, Sala Ampliada, Varanda Espaçosa, banheiro Social, Cozinha, Área de Serviço, Dependência de Emp...",Destaque,1,740000
103,8,"Rua Mocambo, Trobogy",54 ,2,2,1,250,400,"2/4, sendo 1 suíte, sala, varanda, cozinha, área de serviço e banheiro social.   Imóvel conservado com teto rebaixado, iluminação embutida, blindex e térreo.   Cond com piscina, ch...",Comum,1,180000
104,9,"Matatu, Salvador",58 ,2,2,1,470,,"Prédio com 12 andares, 02 elevadores, portaria 24horas, salão de festas, hall, área de circulação e muito verde. Prédio bem conservado e administrado.  Apartamento sendo 2/4, sala,...",Destaque,1,270000
105,10,"Rua Artêmio Castro Valente, Canabrava",90 ,2,1,2,,,"CÓDIGO DO ANÚNCIO TL014 Para mais informações, entrar em contato com Taís Alves.  Casa terreá com 2 quartos, sala com varanda cozinha, todo piso de cerâmica ,90 m2 de área construí...",Comum,1,178000
106,11,"Engenho Velho de Brotas, Salvador",26 ,,1,1,,,"Sala à venda, Vasco da Gama, Salvador/BA  Sala com 26m², lavabo, com armários planejados na melhor localização da Vasco!  Localizado no coração da Vasco da Gama, próximo à Perini e...",Destaque,1,120000
