,Posição,Endereço,Área,Quartos,Banheiros,Vagas,Condomínio,IPTU,Descrição,Status,Página,Preço
10,11,"Loteamento Santo Afonso, Rio Branco",,,,,,,Imovel localizado no na principal do Santo Afonso Contendo 02 suítes e 01 quarto sala de estar sala de jantar cozinha área de serviço varanda na frente coberta e quintal atr,Destaque,1,420000
11,12,"Rua Alcides Teixeira, Loteamento Santo Afonso",,,,,,,Vendo excelente casa localizada no bairro Santo Afonso Terreno 14x30 03 dormitórios sendo 01 suíte bem amplo 01 banheiro social Sala Cozinha Área de serviço Área gourmet co,Destaque,1,250000
12,13,"Rua Senira Nogueira, Vila Ivonete",,,,,,,Vendo Casa Conj Procon Imóvel conta com 03 suítes Sala de estar Sala de jantar Cozinha Garagem pra 02 carros Próximo ao posto de gasolina e Galeria Getúlio,Comum,1,450000
13,14,"Avenida Getúlio Vargas, Centro",,,,,,,,Destaque,1,500000
14,15,"Alameda Madri, Jardim Europa",,,,,,,Apartamento residencial açaí II Apartamento n⁰26 Bairro Jardim Europa Localizado Rua Alameda Madri n⁰ 125 3 quartos com uma suíte 1 sala de estar ampla 1 c,Destaque,1,370000
15,16,"Quinze, Rio Branco",,,,,,,Casa com 1 suíte 2 quartos sala estar ampla e confortável cozinha área de serviço e garagem Casa coberta com telha de barro acabamento em madeira de lei,Comum,1,250000
16,17,"Joao Eduardo I, Rio Branco",,,,,,528,Em busca de uma casa que possa lhe proporcionar conforto tranquilidade e lazer para você e sua família Temos uma ótima opção de casa para lhe apresentar Casa é composta por 03,Comum,1,270000
17,18,"Loteamento Joafra, Rio Branco",,,,,,768,Excelente imóvel a venda no Loteamento Joafra próximo a Fameta parque tucumã posto de combustível e conveniências Imóvel conta com 01 suíte e 01 quarto wc social sala e cozin,Comum,1,270000
18,19,"Conjunto Tangara, Rio Branco",,,,,,,Ótima casa com sala de estar sala de jantar 1 suítes 2 quartos estilo americano cozinha área de serviço e garagem coberta para 02 carros OBS a casa hoje encontra se bem próx,Comum,1,270000
19,20,"Conjunto Jardim Universitario, Rio Branco",,,,,,,TERRENO JARDIM UNIVERSITÁRIO QUADRA 2 LOTE 17,Destaque,1,70000
20,21,"Dom Giocondo, Rio Branco",,,,,,708,Terreno à venda 300 m² 10x30 no Bairro Dom Giocondo Rio Branco AC,Comum,1,200000
21,22,"Rua Maria Luciola da Silva, Vila da Amizade",,,,,,,Excelente casa localizada no Residencial Acauã com 2 quartos 2 suítes Garagem pra 2 carros Portão eletrônico Acabamentos em gesso Cerca elétrica com concertina Poço,Comum,1,220000
22,23,"Nova Esperanca, Rio Branco",,,,,,350,Casa com 3 dormitórios sendo um deles suíte com sala de estar sala de jantar cozinha lavandeira banheiro social Terreno medindo 10x 20m área de 200m² com construção de 129,Comum,1,210000
23,24,"Rua Jatobá, Loteamento Novo Horizonte",,,,,,,Casa residencial com 3 três quartos sendo um suíte sala cozinha área na frente e atrás localizando na Rua Jatobá nº 12 Loteamento Novo Horizonte documentada pronta para,Destaque,1,230000
24,1,"Avenida Comendador Gustavo Paiva, Mangabeiras",,,,,,,THE ICON PARK OFFICE Um EMPRESARIAL ao lado do Parque Shopping com todo CONFORTO e SEGURANÇA que você precisa Serão 2 Torres com uma arquitetura de alto padrão e opções de sa,Na planta,1,297394
25,2,"Travessa Professor Derval Macário dos Santos, Cruz das Almas",,,,,,,Apartamentos de 2 quartos com suíte na Região de Cruz das Almas com opção de varanda em condomínio fechado todos com vaga de garagem Tudo o que você sempre quis em um só lugar,Em construção,1,291490
26,3,"Rua Jangadeiros Alagoanos, Pajuçara",,,,,,,Pré lançamento Apartamentos 1 2 e 3 quartos em Pajuçara Prédio moderno e equipado com linda piscina espaço gourmet salão de jogos brinquedoteca home office espaço fitness,Super destaque,1,244000
27,4,"Jacarecica, Maceió",,,,,,,Green Park Residence loteamento próximo a praia de Guaxuma lugar perfeito para morar lugar tranquilo e seguro em ótima localização área de lazer completa Lotes medindo entre,Super destaque,1,383399
28,5,"Jatiúca, Maceió",,,,,,,Studio Design 2 Tannat é desejar o melhor para a sua vida estar cercado de tudo o que você precisa e ter a vantagem de viver bem e desfrutar da indiscutível qualidade Delman Stu,Super destaque,1,292895
29,6,"Avenida Jorge Barros, Santa Amélia",,,,,,,VENDO APARTAMENTO NO CONDOMÍNIO MEDITERRÂNEO OESTE NA SANTA AMÉLIA O imóvel está localizado no térreo posição nascente e conta com 1 sala de estar 1 sala de jantar 2 quartos,Comum,1,180000
30,7,"Avenida 01, Benedito Bentes",,,,,,,A casa está localizado no bairro Benedito Bentes 2 possui 130 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros,Comum,1,140000
31,8,"Rua José Fragoso de Omena, São Jorge",,,,,310,,Olá sejam bem vindos Eu sou o Residencial Alto da Boa Vista localizado próximo do Parque Shopping Maceió no bairro do São Jorge Fico em um entorno que dá acesso fácil para t,Comum,1,220000
32,9,"Rua O, Antares",,,,,305,1,O apartamento no bairro Antares tem 58 metros quadrados com 2 quartos sendo 1 suite e 1 banheiro Possui jardim playground salão para festas e eventos Vai lhe possibilitar curtir,Comum,1,176000
33,10,"Avenida Jorge Barros, Santa Amélia",,,,,,,Apartamento com 02 quartos WC sala cozinha área de serviço Piso laminado de madeira e pintura nova 1 andar e nascente Aceito Financiamento Um lugar feito para encant,Destaque,1,133000
34,11,"Avenida Menino Marcelo, Antares",,,,,380,,Senhores Visite nos no endereço eletrônico portelamczimoveis para obter maiores detalhes Empreendimento no Antares em local com excelente infraestrutura próximo de superm,Comum,1,
35,12,"Avenida Jardim Paulo VI, Cidade Universitária",,,,,,,Village Campestre 2 Av Jd João Paulo VI 802 Qd 83 Maceió AL 57073 580 Descrição e Diferenciais do Imóvel Obs casa à venda sem mobilia Quintal grande com Casinha,Comum,1,110000
36,13,"Rua Marechal Antônio Guedes Muniz, Jatiúca",,,,,,,Apartamento MOBILIADO no corredor Vera Arruda com 2 quartos sendo 1 suite área de lazer na cobertura com academia salão e piscina 2 garagens no subsolo De 370 000 00 por R 3,Destaque,1,350000
37,14,"Quadra B, Serraria",,,,,,,Horto Jardins conquiste seu apartamento do jeito que você sempre sonhou Apartamentos de 2 e 3 quartos com e sem varanda de 45 a 55m² muito bem localizado ENTRADA FACILITAD,Comum,1,220000
38,15,"Rua Jornalista Alziro Zarur, Gruta de Lourdes",,,,,,,Encontramos sua casa venha conhecer essa mera oportunidade para você que busca uma casa para uso Residencial ou Comercial estamos a sua disposição para lhe apresentar essa linda,Comum,1,520000
39,16,"Avenida Muniz Falcão, Barro Duro",,,,,,,Excelente casa de condomínio em uma localização privilegiada na principal da Muniz falcão com entrada individual portão Elétrico 1 vaga de estacionamento e 1 garagem coberta c,Destaque,1,195000
40,17,"Rua Teodomiro Deodato Santos, Tabuleiro do Martins",,,,,,,TORRES DE TRINDADE Localização privilegiada para facilitar ainda mais o seu dia a dia em Maceió Próximo ao Shopping Pátio Maceió BIG Bom Preço Colégio Atheneu Faculdade Pitá,Comum,1,249490
41,18,"Avenida Deputada Selma Bandeira, Antares",,,,,180,,Oportunidade única de adquirir o imóvel dos seus sonhos e morar no único condomínio com parcelas a partir de R 399 00 com varanda gourmet em todas as unidades Entrada parcelada,Comum,1,146000
42,19,"Avenida General Luiz de França Albuquerque, Jacarecica",,,,,700,,Edf Evolution TORRE WAVE 4 dormitórios Nascente 141 5 m2 privativa 5 banheiros Dependência de serviço completa Lavanderia Cozinha Aquecimento a gás 3 v,Destaque,1,127900
43,20,"Ponta Verde, Maceió",,,,,1060,,Vendo apartamento na Ponta Verde totalmente nascente com varanda 3 4 2 suítes DCE piscina e salão de festas prédio muito bem localizado próximo de escolas supermercados lo,Comum,1,490000
44,21,"Rua H, Antares",,,,,305,,Apartamento com 02 Quartos no Residencial Alvorada no Antares Valor de Condomínio já Incluso Água e Gás Apartamento Nascente Prédio com Elevador,Comum,1,150000
45,22,"Avenida Presidente Getúlio Vargas, Serraria",,,,,380,722,Senhores Visite nos no endereço eletrônico portelamczimoveis para obter maiores detalhes Empreendimento no bairro da Serraria em localização estratégica com excelente infra,Comum,1,183000
46,23,"Rua A-52, Benedito Bentes",,,,,,,VENDO CASA NO CONJUNTO BENEDITO BENTES 1 SÃO 3 QUARTOS SALA COZINHA E BANHEIRO PRECISANDO DE REFORMA PRÓXIMO AO COLÉGIO EUNICE E PRINCESA PREÇO 55 000 00 25 000 00 DE DÉB,Comum,1,55000
47,24,"Rua Gaspar Ferrari, Ponta Verde",,,,,,,Vendo excelente apartamento de 110m² com 3 SUITES dependência completa TOTALMENTE NASCENTE LESTE FRENTE RUA 2 vagas SOLTAS PROXIMO DA IGREJA SAO PEDRO UNICOMPRA,Comum,1,520000
48,1,"Avenida Uruguai, São José",,,,,250,,Situado no Residencial Jardim América na rodovia Duca Serra Possui Suíte Master com closet 2 dormitórios cozinha com bancada americana 2 vagas de garagem Sala de estar,Super destaque,1,450000
49,2,"Santa Rita, Macapá",,,,,,,Consultor Bruno Dias Whatsapp 11 9 5944 4559 Crédito para Imóvel Compra de Fazenda Investimento empresarial Crédito rural Crédito para carro Caminhões Ma,Super destaque,1,300000
50,3,"Jardim Marco Zero, Macapá",,,,,,,34 2022 excelente lote urbano parcialmente murado dispondo das seguintes medidas 12m de frente por 30m de fundos totalizando 360m² Próximo ao monumento do Marco Zero a 100m,Super destaque,1,190000
51,4,"Alameda Abil, Brasil Novo",,,,,,,A casa de vila no bairro Brasil Novo possui 120 metros quadrados com 3 quartos sendo 3 suites e 3 banheiros,Comum,1,70000
52,5,"Rua Luis Carlos de Araújo Monteiro, Jardim Equatorial",,,,,,,Casa está localizado no bairro Jardim Equatorial Situada na Rua Luis Carlos de Araújo Monteiro Edificada em terreno 10x30 220m2 de área construída contendo as seguintes acomoda,Comum,1,450000
53,6,"Rodovia Juscelino Kubitschek, Universidade",,,,,,,Construtora Urbix Incorporadora Metragem 55 92m² e 69 87m² Torres 4 Torres Quartos 2 quartos sendo 1 suíte e 3 quartos sendo 2 suítes Banheiros 2 incluso a suíte,Comum,1,378000
54,7,"Lagoa Azul, Macapá",,,,,,,Excelente terreno urbano localizado na zona norte de Macapá no bairro Morada Das Palmeiras com 02 duas frentes para as avenida das oliveiras e avenida das Limas medindo 12 5 d,Comum,1,150000
55,8,"Congós, Macapá",,,,,,,20 2017 Imóvel residencial em alvenaria todo murado e gradeado coberto com telhas de fibrocimento forro em madeira e piso lajotado contendo as seguintes dependências garagem,Comum,1,160000
56,9,"Novo Horizonte, Macapá",,,,,,,52_2022 Ótima oportunidade de investimento vila de apartamentos construída sob lote medindo 12 00m de frente por 30 00m de totalizando 360 metros quadrados dispondo de 05 unid,Comum,1,210000
57,10,"Avenida Saúde Pimentel Canto, Novo Buritizal",,,,,,,Casa no Bairro Novo Buritizal Edificada em terreno 10x25 toda forrada lajota os quartos com central de ar poço caixa d água Contendo as seguintes acomodações Garagem Sal,Comum,1,300000
58,11,"Avenida Petrópolis, Brasil Novo",,,,,180,190,Casa moderna estilo americano Área de lavanderia e funcional Próximo ao IFAP Instituto federal Acesso do bairro da zona norte Supermercados farmacias colégios E balneário,Destaque,1,380000
59,12,"Rodovia Juscelino Kubitschek, Jardim Marco Zero",,,,,,400,Vende se uma Excelente casa recém construído próximo ao Amapá Gardem Unifap Atacadão Lugar de muito verde bons ventos e tranquilidade SOMENTE VENDA Rod JK Ramal dos Promotor,Destaque,1,600000
60,13,"Zerão, Macapá",,,,,,,172 2013 Imóvel residencial em construção mista alvenaria e madeira todo murado coberto com telhas de fibrocimento e piso lajotado contendo as seguintes dependências sala d,Destaque,1,90000
61,14,"Universidade, Macapá",,,,,,,64 2021 Grande consumidor aí está uma oportunidade ímpar para vc produzir sua própria energia Terreno com quase 10 000 m2 documentado e com a linha de transmissão sobre ele I,Comum,1,1200000
62,15,"Muca, Macapá",,,,,,,45 2022 Imóvel com excelente localização entre as Ruas Hildemar Maia e Santos Dumont garagem coberta para até 02 dois veículos sala de estar jantar escritório copa cozinh,Comum,1,340000
63,16,"Cidade Nova, Macapá",,,,,,,83 2021 Imóvel residencial em alvenaria de 02 dois pavimentos construído sob lote medindo 7 5 de frente por 16 00m de fundos totalizando 120 00m² murado coberto com telhas,Comum,1,100000
64,17,"Santa Rita, Macapá",,,,,,,19 2020 Sala comercial no 04 quarto andar do Edifício Macapá Office Center com 50 99 m² com vista para a Rua Jovino Dinoá Dispondo de ampla sala e lavabo,Comum,1,232000
65,18,"Rodovia Juscelino Kubitschek, Universidade",,,,,300,,Portal do Sol Zona Sul Área do terreno 250m2 Área construída 100m2 Casa térrea com sala de estar jantar cozinha fechada com acesso à área de serviço 1 suíte 1 quarto,Comum,1,380000
66,19,"Rodovia Juscelino Kubitschek, Universidade",,,,,,,Casa residencial em alvenaria de um 01 pavimento coberta com telha de barro forro em madeira piso em cerâmica garagem para três 03 carros pátio varanda Três quartos Três,Destaque,1,360000
67,20,"Rua Miguel Rodrigues Bittencourt, Cabralzinho",,,,,280,2000,Residencial Parque Novo Mundo Zona Oeste Casa duplex de alto padrão com projeto contemporâneo construído em lote de frente para o nascente Área do terreno 275m² Área cons,Destaque,1,1400000
68,21,"Avenida dos Bacuris, Loteamento Açaí",,,,,,,Casa residencial em alvenaria de um 01 pavimento coberta com telha de barro forro de madeira piso em cerâmica com uma área de construída de 110 00m² contendo as seguintes de,Comum,1,300000
69,22,"Central, Macapá",,,,,,,Terreno medindo 48 00m de frente por 38 00m de fundos totalizando uma área de 1 824m² próximo de mercantil posto de combustível e ao lado da Caesa Casa residencial em alvenaria,Destaque,1,250000
70,23,"Zerão, Macapá",,,,,,,Imóvel Residencial em alvenaria murado coberto com telhas barro forro em madeira PVC e laje contendo as seguintes dependências térreo garagem para até 03 três veículos s,Comum,1,600000
71,24,"Infraero, Macapá",,,,,,,03337 02 197 2013 Imóvel residencial todo murado em alvenaria coberto com telhas de barro forro em gesso piso em porcelanato e janelas em alumínio e vidro contendo as segui,Comum,1,220000
72,1,"Avenida Coronel Teixeira, Ponta Negra",,,,,,,Pronto para morar ao lado do Shopping Ponta Negra no melhor da região Piscina churrasqueira fitness salão de festas quadra esportiva segurança 24 horas,Pronto para morar,1,340000
73,2,"Rua Fulvio Pennanchi, Planalto",,,,,,,Lazer equipado Previsão para medição de água individualizada Preparação para Wi fi nas áreas de lazer Sistema de segurança ECO Coleta seletiva Portas Especiais Pomar Bicicle,Na planta,1,176490
74,3,"Avenida Coronel Teixeira, Ponta Negra",,,,,,,A região da Ponta Negra é um dos pontos mais nobres e valorizados de Manaus E é exatamente onde está localizado o Estilo Ponta Negra No empreendimento você estará ao lado do Sho,Pronto para morar,1,
75,4,"Avenida Buriti, Distrito Industrial I",,,,,,,Vendo Galpão com 5 263m2 bem localizado no Distrito 1 Faça sua PROPOSTA Para mais fotos informações e agendamento de visita ao imóvel entre em contato pelo número ou pelo,Super destaque,1,6600000
76,5,"Rua João Monte Fusco, Santa Etelvina",,,,,,,Vendo apartamento no Residencial Manaura 1 no bairro Santa Etelvina contendo 2 dormitórios sala wc social cozinha área 3 andar valor 40 000Aceita se oferta,Super destaque,1,40000
77,6,"Rua Mendonça Lima, Flores",,,,,,,Venda R 570 mil Aceita Financiamento Garagem coberta Quintal c espaço para piscina ou ampliação 3 quartos sendo 2 suítes com modulados e ar 253m² 2 vagas de garagem Cozin,Super destaque,1,570000
78,7,"Avenida Rio Guamá, Nossa Senhora das Graças",,,,,1300,1506,Cond Portinari Vieiralves 161m² 04 quartos 02 Suítes INFORMAÇÕES DETALHADAS DO IMÓVEL Temos vídeo de tour virtual do apartamento solicite via whatsapp Condomí,Destaque,1,600000
79,8,"Rua Empédoles, Jorge Teixeira",,,,,,,Casa no bairro Cidade de Deus atrás do BARATÃO da CARNE Plantão ONLINE what 9 9150 37 54 São duas casas no mesmo terreno no cidade de Deus Casa da frente São 2 quartos sendo,Comum,1,130000
80,9,"Rua Dom Diogo de Souza, Parque Dez de Novembro",,,,,,,Linda casa localizada em área Nobre Bairro Parque Dez Há 500 metros do HiperDB Rua Dom Diego CEP Terreno 7x30 210 m2 Área Construída 6 5x20 130 m2 Contém 3 quartos sen,Comum,1,320000
81,10,"Avenida Jacira Reis, Dom Pedro I",,,,,,,Residencial Jacira Reis Condomínio fechado Lançamento de 12 Unidades a Partir de 330 MiL em Condomínio Fechado de Alto Padrão Na Jacira Reis Casas térreas e Duplex em Condomí,Comum,1,350000
82,11,"Rua Goiás, Flores",,,,,600,500,The Club 03 Quartos 02 vagas Parque das laranjeiras INFORMAÇÕES DO IMÓVEL Condomínio The Club Endereço R Goiás 28 Flores Manaus AM 69058 411 Próx à,Destaque,1,490000
83,12,"Travessa Bário, Vila da Prata",,,,,,,Vendo casa no Bairro Vila da Prata próxima ao CIGS Campo de Futebol praças padarias igrejas Supermercados escolas mercadinhos e à 10 minutos do centro A casa é Duplex com,Comum,1,270000
84,13,"Planalto, Manaus",,,,,,,Casa no Planalto em condomínio fechado CASA COM Sala de estar e jantar 03 quartos sendo 1 suite Cozinha Área de serviço coberta Garagem para 02 carros ACABAMENTO DO I,Destaque,1,300068
85,14,"Planalto, Manaus",,,,,,,Casa no Planalto em condomínio fechado CASA COM Sala de estar e jantar 03 quartos sendo 1 suite Cozinha Área de serviço coberta Garagem para 02 carros ACABAMENTO DO I,Destaque,1,300069
86,15,"Novo Aleixo, Manaus",,,,,,,A casa está localizado no bairro Novo Aleixo possui 70 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros,Destaque,1,180068
87,16,"Avenida Max Teixeira, Cidade Nova",,,,,380,,Smile cidade nova Localização av max texeira Area de lazer piscinas quadras academia e muito mais Tipologia 85m2 3 quartos sendo 1 suíte 2 vagas Sala de est,Comum,1,352000
88,17,"Rua Álvaro Maia, Alvorada",,,,,,,Casa 3 quartos sendo 2 suítes no Alvorada I ASSISTA O VÍDEO DESTE IMÓVEL NO YOUTUBE Sugestão Siga no canal no YouTube e Instagram e tenha acesso a diversos imóveis do mercado i,Comum,1,290000
89,18,"Avenida Jacira Reis, Dom Pedro I",,,,,,,Residencial Jacira Reis Condomínio fechado Lançamento de 12 Unidades a Partir de 330 MiL em Condomínio Fechado de Alto Padrão Na Jacira Reis Casas térreas e Duplex em Condomí,Comum,1,350000
90,19,"Rua Faisão, Santa Etelvina",,,,,,,Ponto Comercial todo na laje R Beija Flor Rio Piorini Manaus AM 69015 685 Com 1 quarto e banheiro dentro Terreno 8m x 16m Ponto Comercial na laje 4 5m x 16m Valor,Comum,1,85000
91,20,"Rua Peruíbe, Cidade Nova",,,,,,,Casa no conjunto Galileia 92 9 9 2 7 7 9 4 8 3 ligações e WhatsApp Terreno 8x20 Casa 3 dormitórios 1 sala de estar 1 sala de jantar Cozinha grande com banheiro social e área de s,Comum,1,165007
92,21,"Rua Goiás, Flores",,,,,,,Condomínio The Club 3 dormitórios 1 suíte 74 metros quadrados 4º andar nascente 2 vagas de garagem cobertas 100 mobiliado Valor 445 000 00 Taxa de,Comum,1,445000
93,22,"Rua Campo Largo, Campos Sales",,,,,,,Casa em via pública Campo Sales 92 9 9 2 7 7 9 4 8 3 ligações e WhatsApp Terreno 10x32 Casa 3 quartos quartos 1 kitnet 2 cozinhas 2 banheiros 2 quartos bem medindo 4 5 cada,Comum,1,185001
94,23,"Rua Afonso Pena, Centro",,,,,,,Caro cliente Apresento lhe LIFE CENTRO Sofisticação e Exclusividade na medida certa Localização R Afonso Pena 555 Centro Manaus AM 69020 160 Características Apartam,Comum,1,480000
95,24,"Avenida Jacira Reis, Dom Pedro I",,,,,,,Residencial Jacira Reis Condomínio fechado Lançamento de 12 Unidades a Partir de 330 MiL em Condomínio Fechado de Alto Padrão Na Jacira Reis Casas térreas e Duplex em Condomí,Comum,1,350000
96,1,"Rua Doutor Genésio Salles, Vila Laura",,,,,,,O melhor da Vila Laura para você Escolha mais conforto segurança lazer e bem estar no maior empreendimento da Vila Laura Próximo ao Shopping Bela Vista e à estação de metrô Ace,Na planta,1,387480
97,2,"Rua Parambu, Santa Teresa",,,,,,,Residencial Santorini BRF Realizações Jardim Santa Tereza próximo ao Metrô Supermercado Extra e Shopping Horto Bela Vista 2 4 com 58m2 Varanda e Suíte com espaço para Cl,Pronto para morar,1,395000
98,3,"Rua Parambu, Santa Teresa",,,,,,,Residencial Mykonos BRF Realizações Jardim Santa Tereza próximo ao Metrô Supermercado Extra e Shopping Horto Bela Vista 3 4 com 70m2 Varanda Suíte com espaço para Closet,Em construção,1,388000
99,4,"Barra, Salvador",,,,,2342,500,Execelente Oportunidade Localizado no Morro do gato Barra apartamento de luxo 280m2 um por andar uma parte sendo nascentee outra poente com 4 dormitorios 4 suites 1 sala 5 ba,Super destaque,1,2390000
100,5,"Rua 20 de Julho, Candeal",,,,,1550,400,Excelente apartamento planta original 03 suítes sendo que foi transformado em 2 suítes ampliando a suíte master closet e 2 sanitários podendo ser revertido facilmente para 3 s,Super destaque,1,1119900
101,6,"Rua Marquês de Caravelas, Barra Avenida",,,,,1800,300,O apartamento no melhor da Barra conta 120 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui salão de festas Apartamento com ambientes generosos Sala integrada,Super destaque,1,800000
102,7,"Jardim das Margaridas, Jardim das Margaridas",,,,,,,ATENDIMENTO LARISSA SOUZA Watts OS LIGAÇÃO 71 9 94 01 65 46 CONQUISTE HOJE O SUA CASA E SAIA IMEDIATAMENTE DO ALUGUEL IMÓVEL ESCRITURADO FÁCIL ACESSO 3 QUARTOS 2 BANH,Comum,1,100000
103,8,"Travessa Djalma Sanches, São Marcos",,,,,,,João Santos 71 9 86 27 21 56 WhatsApp ou ligação CHEGOU A HORA DEE VOCÊ REALIZE SEU GRANDE SONHO DA SUA CASA PRÓPRIA PARA INFORMAÇÕES COM MAIS URGÊNCIA ME CHAMA NO WHATS,Comum,1,70000
104,9,"Rua José Estanislau de Santana, Plataforma",,,,,,,João Santos 71 9 86 27 21 56 WhatsApp ou ligação CHEGOU A HORA DEE VOCÊ REALIZE SEU GRANDE SONHO DA SUA CASA PRÓPRIA PARA INFORMAÇÕES COM MAIS URGÊNCIA ME CHAMA NO WHATS,Comum,1,100000
105,10,"Cabula, Salvador",,,,,,,Atendimento Beatriz Silva 71 82 80 64 75 watts ou ligação Financiamos para todos Utilize seu FGTS Entrada pode ser parcelado 10x Trabalhando com todos Bancos Parcelas e entrada,Comum,1,90000
106,11,"Rua Doutor Eduardo Dotto, Paripe",,,,,,,JOÃO SANTOS 71 9 86 27 21 56 Número para Contatos CHEGOU A HORA DEE VOCÊ REALIZE SEU GRANDE SONHO DA SUA CASA PRÓPRIA PARA INFORMAÇÕES COM MAIS URGÊNCIA ME CHAMA NO WH,Comum,1,110000
107,12,"Rua 1º de Janeiro, Paripe",,,,,,,A casa no bairro Paripe com 80 metros quadrados com 3 quartos e 2 banheiros Possui espaço gourmet Espaço reservado para preparar o seu churrasco ENTRADA INICIAL 10 000 PARCELAS,Comum,1,100000
108,13,"Rua Doutor Arthur Couto, Mussurunga I",,,,,,,João Santos 71 9 86 27 21 56 WhatsApp ou ligação CHEGOU A HORA DE VOCÊ REALIZE SEU GRANDE SONHO DA SUA CASA PRÓPRIA PARA INFORMAÇÕES COM MAIS URGÊNCIA ME CHAMA NO WHATSA,Comum,1,115000
109,14,"Federação, Salvador",,,,,,,Venha adquirir seu imóvel com as melhores condições do mercado CASA NA FEDERAÇÃO Entrada de 9 000 Parcelas de 500 Utilize seu FGTS Faça sua simulação Imóvel acab,Comum,1,70000
110,15,"Alameda Praia do Flamengo, Stella Maris",,,,,,,71 9 85 00 19 95 A casa está localizado no bairro Stella Maris Atendimento Luan Andrade Ligação OPORTUNIDADE Entre em contato e faça sua proposta aceito proposta Parcelamento,Comum,1,127000
111,16,"Rua Rio Trobogi, Piatã",,,,,,,71 9 85 00 19 95 Atendimento Luan Andrade A casa no bairro Piatã tem 166 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros e 1 suíte OPORTUNIDADE Entre em contato e,Comum,1,400000
112,17,"Avenida Edgar Santos, Saboeiro",,,,,,,71 9 85 00 19 95 Apartamento está localizado no bairro Doron com 2 quartos e 1 banheiro Atendimento Luan Andrade OPORTUNIDADE Entre em contato e faça sua proposta aceito pro,Comum,1,110000
113,18,"Caminho 09-Setor 03, Cajazeiras X",,,,,,,A casa no bairro Cajazeiras X possui 80 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui espaço gourmet lareira Vai lhe possibilitar todo o conforto do ar condic,Comum,1,120000
114,19,"Nazaré, Salvador",,,,,,,Ruan Michael 71 9 88 46 55 78 WHATSAPP LIGAÇÃO TELEGRAM VIRAAAAADÃOOOO CAIXAAAA JA PENSOU EM SAIR DO ALUGUEL ACEITAMOS ENTRADA SAQUE FGTS CARTÃO DE CRÉDITO ACEI,Comum,1,100000
115,20,"Rua Camuripeba, Piatã",,,,,380,179,SEU BELO APARTAMENTO COM VARANDÃO PRÓXIMO DA ORLA DENTRO DE LOTEAMENTO FECHADO Seu amplo apartamento com 70m² totalmente nascente varanda ampla dois quartos sendo 1 suíte v,Destaque,1,305000
116,21,"Avenida Luís Viana Filho, Paralela",,,,,575,,PIAP30167 O apartamento está localizado no bairro Paralela possui 66 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui área de fitness parquinho com diferentes bri,Comum,1,322000
